date, pm10, o3, no2, so2, co
2019/12/19, 31, 32, , 2, 
2019/12/20, 18, 31, , 1, 
2019/12/21, 28, 13, , 3, 
2019/12/22, 31, 12, , 3, 
2019/12/23, 29, 18, , 2, 
2019/12/24, 23, 15, , 2, 
2019/12/25, 20, 18, , 2, 
2019/12/26, 22, 17, , 2, 
2019/12/27, 22, 18, , 3, 
2019/12/28, 18, 17, , 6, 
2019/12/29, 28, , , , 
2019/7/1, 23, 44, , 2, 
2019/7/2, 21, 35, , 1, 
2019/7/3, 17, 40, , 1, 
2019/7/4, 16, 38, , 2, 
2019/7/5, 20, 49, , 2, 
2019/7/6, 20, 40, , 1, 
2019/7/7, 18, 32, , 1, 
2019/7/8, 16, 32, , 1, 
2019/7/9, 14, 28, , 1, 
2019/7/10, 15, 27, , 1, 
2019/7/11, 14, 30, , 1, 
2019/7/12, 16, 31, , 1, 
2019/7/13, 15, 27, , 1, 
2019/7/14, 17, 38, , 1, 
2019/7/15, 18, 30, , 1, 
2019/7/16, 19, 32, , 1, 
2019/7/17, 15, 38, , 1, 
2019/7/18, 17, 42, , 1, 
2019/7/19, 16, 46, , 1, 
2019/7/20, 17, 41, , 1, 
2019/7/21, 16, 37, , 1, 
2019/7/22, 17, 24, , 1, 
2019/7/23, 19, 26, , 1, 
2019/7/24, 17, 40, , 1, 
2019/7/25, 18, 50, , 1, 
2019/7/26, 24, 40, , , 
2019/7/27, 19, 45, , , 
2019/7/28, 13, 46, , 1, 
2019/7/29, 18, 42, , 1, 
2019/7/30, 21, 30, , 1, 
2019/7/31, 20, 36, , 1, 
2019/8/1, 20, 43, , 1, 
2019/8/2, 22, 33, , 1, 
2019/8/3, 16, 31, , 1, 
2019/8/4, 15, 39, , 1, 
2019/8/5, 12, 43, , , 
2019/8/6, 14, 41, , , 
2019/8/7, 13, 35, , 1, 
2019/8/8, 12, 40, , 1, 
2019/8/9, 15, 36, , 1, 
2019/8/10, 14, 36, , 1, 
2019/8/11, 11, 41, , 1, 
2019/8/12, 18, 33, , 1, 
2019/8/13, 12, 28, , , 
2019/8/14, 12, 42, , 1, 
2019/8/15, 15, 28, , , 
2019/8/16, 14, 34, , 1, 
2019/8/17, 13, 35, , 1, 
2019/8/18, 10, 40, , 1, 
2019/8/19, 13, 26, , , 
2019/8/20, 15, 24, , , 
2019/8/21, 12, 31, , 1, 
2019/8/22, 14, 29, , , 
2019/8/23, 19, 22, , , 
2019/8/24, 22, 37, , , 
2019/8/25, 20, 32, , , 
2019/8/26, 17, 30, , , 
2019/8/27, 20, 41, , 1, 
2019/8/28, 22, 45, , 1, 
2019/8/29, 24, 44, , 1, 
2019/8/30, 21, 42, , 1, 
2019/8/31, 21, 42, , 1, 
2019/9/1, 20, 27, , 1, 
2019/9/2, 13, 24, , , 
2019/9/3, 14, 37, , 1, 
2019/9/4, 17, 36, , , 
2019/9/5, 16, 25, , 1, 
2019/9/6, 18, 22, , 1, 
2019/9/7, 21, 18, , 1, 
2019/9/8, 15, 25, , , 
2019/9/9, 10, 29, , 1, 
2019/9/10, 9, 31, , , 
2019/9/11, 13, 38, , 1, 
2019/9/12, 17, 28, , 1, 
2019/9/13, 17, 28, , 1, 
2019/9/14, 18, 32, , 1, 
2019/9/15, 15, 32, , 1, 
2019/9/16, 16, 27, , , 
2019/9/17, 16, 24, , 1, 
2019/9/18, 15, 20, , 2, 
2019/9/19, 17, 20, , 2, 
2019/9/20, 21, 29, , 2, 
2019/9/21, 21, 31, , 1, 
2019/9/22, 16, 16, , 1, 
2019/9/23, 23, 16, , 1, 
2019/9/24, 35, 22, , 1, 
2019/9/25, 22, 23, , 2, 
2019/9/26, 17, 23, , 1, 
2019/9/27, 13, 26, , 1, 
2019/9/28, 11, 31, , 1, 
2019/9/29, 11, 30, , 1, 
2019/9/30, 14, 33, , 1, 
2019/4/1, 23, 34, , 4, 
2019/4/2, 33, 44, , 2, 
2019/4/3, 31, 44, , 3, 
2019/4/4, 34, 41, , 3, 
2019/4/5, 34, 27, , 3, 
2019/4/6, 38, 39, , 2, 
2019/4/7, 25, 38, , 3, 
2019/4/8, 35, 42, , 3, 
2019/4/9, 40, 28, , 3, 
