date,pm10,o3,no2,so2,co,city,pm25
2019-3-31,,, 18,, 2,wroclaw, 79
2018-10-1,,, 16,, 3,wroclaw, 53
2018-10-2,,, 14,, 3,wroclaw, 39
2018-10-3,,, 23,, 5,wroclaw, 36
2018-10-4,,, 24,, 5,wroclaw, 50
2018-10-5,,, 26,, 6,wroclaw, 67
2018-10-6,,, 17,, 5,wroclaw, 77
2018-10-7,,, 21,, 5,wroclaw, 68
2018-10-8,,, 30,, 8,wroclaw, 55
2018-10-9,,, 30,, 7,wroclaw, 103
2018-10-10,,, 26,, 6,wroclaw, 118
2018-10-11,,, 29,, 7,wroclaw, 100
2018-10-12,,, 26,,,wroclaw, 109
2018-10-13,,, 19,,,wroclaw, 103
2018-10-14,,, 30,, 3,wroclaw, 84
2018-10-15,,, 32,, 4,wroclaw, 72
2018-10-16,,, 32,, 5,wroclaw, 89
2018-10-17,,, 40,, 9,wroclaw, 102
2018-10-18,,, 22,, 5,wroclaw, 142
2018-10-19,,, 16,, 3,wroclaw, 136
2018-10-20,,, 20,, 4,wroclaw, 64
2018-10-21,,, 20,, 4,wroclaw, 80
2018-10-22,,, 14,, 1,wroclaw, 82
2018-10-23,,, 14,, 1,wroclaw, 35
2018-10-24,,, 15,, 1,wroclaw, 29
2018-10-25,,, 23,, 4,wroclaw, 35
2018-10-26,,, 23,, 4,wroclaw, 58
2018-10-27,,, 16,, 3,wroclaw, 69
2018-10-28,,, 15,, 5,wroclaw, 48
2018-10-29,,, 18,, 4,wroclaw, 63
2018-10-30,,, 27,, 5,wroclaw, 50
2018-10-31,,, 16,, 3,wroclaw, 50
2018-11-1,,, 32,, 6,wroclaw, 60
2018-11-2,,, 18,, 5,wroclaw, 70
2018-11-3,,, 12,, 4,wroclaw, 83
2018-11-4,,, 21,, 5,wroclaw, 89
2018-11-5,,, 24,, 4,wroclaw, 92
2018-11-6,,, 24,, 4,wroclaw, 76
2018-11-7,,, 28,, 7,wroclaw, 83
2018-11-8,,, 22,, 9,wroclaw, 106
2018-11-9,,, 22,, 7,wroclaw, 137
2018-11-10,,, 18,, 6,wroclaw, 126
2018-11-11,,, 19,, 6,wroclaw, 116
2018-11-12,,, 24,, 6,wroclaw, 90
2018-11-13,,, 21,, 4,wroclaw, 79
2018-11-14,,, 26,, 7,wroclaw, 54
2018-11-15,,, 17,, 5,wroclaw, 109
2018-11-16,,, 18,, 5,wroclaw, 71
2018-11-17,,, 20,, 8,wroclaw, 100
2018-11-18,,, 16,, 5,wroclaw, 151
2018-11-19,,, 17,, 4,wroclaw, 92
2018-11-20,,, 17,, 5,wroclaw, 84
2018-11-21,,, 17,, 5,wroclaw, 94
2018-11-22,,, 18,, 8,wroclaw, 95
2018-11-23,,, 18,, 8,wroclaw, 147
2018-11-24,,, 21,, 10,wroclaw, 118
2018-11-25,,, 17,, 6,wroclaw, 112
2018-11-26,,, 20,, 5,wroclaw, 104
2018-11-27,,, 23,, 6,wroclaw, 88
2018-11-28,,, 20,, 6,wroclaw, 103
2018-11-29,,, 20,, 5,wroclaw, 130
2018-11-30,,, 17,, 8,wroclaw, 75
2018-12-1,,, 13,, 6,wroclaw, 123
2018-12-2,,, 21,, 8,wroclaw, 83
2018-12-3,,, 21,, 5,wroclaw, 68
2018-12-4,,, 28,, 9,wroclaw, 54
2018-12-5,,, 23,, 6,wroclaw, 87
2018-12-6,,, 21,, 6,wroclaw, 101
2018-12-7,,, 17,, 4,wroclaw, 57
2018-12-8,,, 10,, 3,wroclaw, 39
2018-12-9,,, 14,, 3,wroclaw, 24
2018-12-10,,, 15,, 4,wroclaw, 37
2018-12-11,,, 20,, 6,wroclaw, 39
2018-12-12,,, 17,, 6,wroclaw, 86
2018-12-13,,, 18,, 5,wroclaw, 108
2018-12-14,,, 17,, 6,wroclaw, 87
2018-12-15,,, 15,, 6,wroclaw, 92
2018-12-16,,, 21,, 9,wroclaw, 92
2018-12-17,,, 21,, 10,wroclaw, 131
2018-12-18,,, 23,, 8,wroclaw, 138
2018-12-19,,, 23,, 6,wroclaw, 126
2018-12-20,,, 20,, 6,wroclaw, 97
2018-12-21,,, 12,, 4,wroclaw, 64
2018-12-22,,, 15,, 5,wroclaw, 37
2018-12-23,,, 10,, 4,wroclaw, 47
2018-12-24,,, 7,, 3,wroclaw, 38
2018-12-25,,, 8,, 4,wroclaw, 35
2018-12-26,,, 13,, 4,wroclaw, 46
2018-12-27,,, 16,, 5,wroclaw, 43
2018-12-28,,, 15,, 5,wroclaw, 53
2018-12-29,,, 10,, 4,wroclaw, 53
2018-12-30,,,,,,wroclaw, 33
2018-7-1,,, 18,, 4,wroclaw, 22
2018-7-2,,, 20,, 5,wroclaw, 29
2018-7-3,,, 29,, 5,wroclaw, 34
2018-7-4,,, 30,, 5,wroclaw, 46
2018-7-5,,, 12,, 4,wroclaw, 55
2018-7-6,,, 11,, 4,wroclaw, 45
2018-7-7,,, 12,, 4,wroclaw, 37
2018-7-8,,, 16,, 4,wroclaw, 42
2018-7-9,,, 21,, 6,wroclaw, 45
2018-7-10,,, 18,, 5,wroclaw, 48
2018-7-11,,, 17,, 5,wroclaw, 53
2018-7-12,,, 15,, 5,wroclaw, 45
2018-7-13,,, 14,, 5,wroclaw, 44
2018-7-14,,, 12,, 4,wroclaw, 46
2018-7-15,,, 16,, 5,wroclaw, 34
2018-7-16,,, 13,, 5,wroclaw, 43
2018-7-17,,, 10,, 5,wroclaw, 49
2018-7-18,,, 12,, 5,wroclaw, 37
2018-7-19,,, 21,, 6,wroclaw, 39
2018-7-20,,, 24,, 6,wroclaw, 53
2018-7-21,,, 14,, 5,wroclaw, 63
2018-7-22,,, 21,, 5,wroclaw, 52
2018-7-23,,, 20,, 6,wroclaw, 59
2018-7-24,,, 18,, 5,wroclaw, 48
2018-7-25,,, 23,, 6,wroclaw, 45
2018-7-26,,, 24,, 7,wroclaw, 53
2018-7-27,,, 18,, 7,wroclaw, 55
2018-7-28,,, 14,, 5,wroclaw, 52
2018-7-29,,, 24,, 6,wroclaw, 44
2018-7-30,,, 28,, 7,wroclaw, 49
2018-7-31,,, 26,, 7,wroclaw, 61
2018-8-1,,, 25,, 7,wroclaw, 61
2018-8-2,,, 27,, 7,wroclaw, 66
2018-8-3,,, 21,, 6,wroclaw, 64
2018-8-4,,, 9,, 5,wroclaw, 59
2018-8-5,,, 18,, 5,wroclaw, 36
2018-8-6,,, 23,, 6,wroclaw, 32
2018-8-7,,, 23,, 6,wroclaw, 42
2018-8-8,,, 29,, 7,wroclaw, 59
2018-8-9,,, 18,, 6,wroclaw, 64
2018-8-10,,, 15,, 5,wroclaw, 38
2018-8-11,,, 13,, 4,wroclaw, 30
2018-8-12,,, 22,, 6,wroclaw, 31
2018-8-13,,, 17,, 6,wroclaw, 40
2018-8-14,,, 10,, 5,wroclaw, 34
2018-8-15,,, 22,, 6,wroclaw, 29
2018-8-16,,, 28,, 7,wroclaw, 37
2018-8-17,,, 23,, 8,wroclaw, 56
2018-8-18,,, 22,, 7,wroclaw, 54
2018-8-19,,, 18,, 6,wroclaw, 54
2018-8-20,,, 18,, 6,wroclaw, 53
2018-8-21,,, 22,, 6,wroclaw, 38
2018-8-22,,, 32,, 7,wroclaw, 48
2018-8-23,,, 24,, 7,wroclaw, 62
2018-8-24,,, 13,, 6,wroclaw, 56
2018-8-25,,, 13,, 5,wroclaw, 52
2018-8-26,,, 18,, 5,wroclaw, 31
2018-8-27,,, 21,, 6,wroclaw, 38
2018-8-28,,, 26,, 7,wroclaw, 47
2018-8-29,,, 18,, 6,wroclaw, 59
2018-8-30,,, 16,, 6,wroclaw, 67
2018-8-31,,, 16,, 6,wroclaw, 43
2018-9-1,,, 13,, 6,wroclaw, 48
2018-9-2,,, 23,, 7,wroclaw, 59
2018-9-3,,, 26,, 5,wroclaw, 65
2018-9-4,,, 28,, 5,wroclaw, 57
2018-9-5,,, 30,, 5,wroclaw, 56
2018-9-6,,, 26,, 4,wroclaw, 61
2018-9-7,,, 22,, 4,wroclaw, 74
2018-9-8,,, 25,, 4,wroclaw, 52
2018-9-9,,, 35,, 6,wroclaw, 54
2018-9-10,,, 34,, 5,wroclaw, 58
2018-9-11,,, 39,, 6,wroclaw, 58
2018-9-12,,, 19,, 4,wroclaw, 54
2018-9-13,,, 18,, 5,wroclaw, 43
2018-9-14,,, 19,, 4,wroclaw, 49
2018-9-15,,, 19,, 4,wroclaw, 51
2018-9-16,,, 32,, 6,wroclaw, 43
2018-9-17,,, 23,, 5,wroclaw, 57
2018-9-18,,, 38,, 6,wroclaw, 61
2018-9-19,,, 35,, 6,wroclaw, 64
2018-9-20,,, 22,, 4,wroclaw, 69
2018-9-21,,, 14,, 3,wroclaw, 60
2018-9-22,,, 13,, 3,wroclaw, 29
2018-9-23,,, 14,, 3,wroclaw, 29
2018-9-24,,, 20,, 3,wroclaw, 27
2018-9-25,,, 25,, 4,wroclaw, 37
2018-9-26,,, 19,, 4,wroclaw, 43
2018-9-27,,, 21,, 5,wroclaw, 41
2018-9-28,,, 21,, 5,wroclaw, 52
2018-9-29,,, 18,, 5,wroclaw, 60
2018-9-30,,, 22,, 4,wroclaw, 59
2018-4-1,,, 12,, 4,wroclaw, 59
2018-4-2,,, 27,, 6,wroclaw, 82
2018-4-3,,, 23,, 5,wroclaw, 83
2018-4-4,,, 21,, 4,wroclaw, 65
2018-4-5,,, 21,, 5,wroclaw, 55
2018-4-6,,, 19,, 4,wroclaw, 58
2018-4-7,,, 16,, 4,wroclaw, 82
2018-4-8,,, 33,, 7,wroclaw, 74
2018-4-9,,, 20,, 4,wroclaw, 90
2018-4-10,,, 23,, 5,wroclaw, 61
2018-4-11,,, 23,, 4,wroclaw, 63
2018-4-12,,, 19,, 4,wroclaw, 66
2018-4-13,,, 21,, 5,wroclaw, 67
2018-4-14,,, 16,, 4,wroclaw, 55
2018-4-15,,, 19,, 5,wroclaw, 75
2018-4-16,,, 19,, 5,wroclaw, 82
2018-4-17,,, 28,, 5,wroclaw, 97
2018-4-18,,, 28,, 6,wroclaw, 89
2018-4-19,,, 25,, 5,wroclaw, 80
2018-4-20,,, 21,, 4,wroclaw, 56
2018-4-21,,, 22,, 4,wroclaw, 65
2018-4-22,,, 22,, 5,wroclaw, 51
2018-4-23,,, 18,, 4,wroclaw, 62
2018-4-24,,, 18,, 4,wroclaw, 63
2018-4-25,,, 18,, 4,wroclaw, 52
2018-4-26,,, 24,, 4,wroclaw, 52
2018-4-27,,, 23,, 5,wroclaw, 49
2018-4-28,,, 21,, 5,wroclaw, 55
2018-4-29,,, 19,, 4,wroclaw, 75
2018-4-30,,, 17,, 4,wroclaw, 63
2018-5-1,,, 18,, 4,wroclaw, 49
2018-5-2,,, 8,, 4,wroclaw, 51
2018-5-3,,, 14,, 3,wroclaw, 76
2018-5-4,,, 14,, 3,wroclaw, 49
2018-5-5,,, 15,, 3,wroclaw, 34
2018-5-6,,, 23,, 4,wroclaw, 42
2018-5-7,,, 26,, 5,wroclaw, 46
2018-5-8,,, 27,, 6,wroclaw, 55
2018-5-9,,, 21,, 5,wroclaw, 65
2018-5-10,,, 20,, 5,wroclaw, 65
2018-5-11,,, 19,, 5,wroclaw, 77
2018-5-12,,, 16,, 4,wroclaw, 76
2018-5-13,,, 21,, 4,wroclaw, 48
2018-5-14,,, 22,, 4,wroclaw, 53
2018-5-15,,, 15,, 5,wroclaw, 57
2018-5-16,,, 18,, 5,wroclaw, 87
2018-5-17,,, 13,, 4,wroclaw, 59
2018-5-18,,, 17,, 4,wroclaw, 65
2018-5-19,,, 13,, 4,wroclaw, 50
2018-5-20,,, 22,, 4,wroclaw, 46
2018-5-21,,, 23,, 5,wroclaw, 48
2018-5-22,,, 23,, 5,wroclaw, 63
2018-5-23,,, 23,, 4,wroclaw, 69
2018-5-24,,, 24,, 5,wroclaw, 51
2018-5-25,,, 28,, 5,wroclaw, 70
2018-5-26,,, 18,, 5,wroclaw, 62
2018-5-27,,, 23,, 5,wroclaw, 67
2018-5-28,,, 25,, 5,wroclaw, 63
2018-5-29,,, 25,, 5,wroclaw, 63
2018-5-30,,, 16,, 5,wroclaw, 65
2018-5-31,,, 18,, 5,wroclaw, 64
2018-6-1,,, 13,, 5,wroclaw, 63
2018-6-2,,, 11,, 5,wroclaw, 51
2018-6-3,,, 20,, 5,wroclaw, 66
2018-6-4,,, 18,, 5,wroclaw, 66
2018-6-5,,, 16,, 4,wroclaw, 63
2018-6-6,,, 22,, 4,wroclaw, 33
2018-6-7,,, 30,, 6,wroclaw, 42
2018-6-8,,, 24,, 6,wroclaw, 62
2018-6-9,,, 13,, 5,wroclaw, 68
2018-6-10,,, 16,, 5,wroclaw, 54
2018-6-11,,, 20,, 5,wroclaw, 58
2018-6-12,,, 15,, 4,wroclaw, 57
2018-6-13,,, 16,, 4,wroclaw, 46
2018-6-14,,, 23,, 5,wroclaw, 36
2018-6-15,,, 22,, 5,wroclaw, 50
2018-6-16,,, 16,, 4,wroclaw, 48
2018-6-17,,, 17,, 4,wroclaw, 51
2018-6-18,,, 18,, 5,wroclaw, 48
2018-6-19,,, 19,, 5,wroclaw, 41
2018-6-20,,, 17,, 4,wroclaw, 49
2018-6-21,,, 11,, 3,wroclaw, 41
2018-6-22,,, 8,, 3,wroclaw, 24
2018-6-23,,, 5,, 3,wroclaw, 24
2018-6-24,,, 13,, 4,wroclaw, 17
2018-6-25,,, 16,, 5,wroclaw, 34
2018-6-26,,, 18,, 5,wroclaw, 43
2018-6-27,,, 20,, 6,wroclaw, 44
2018-6-28,,, 18,, 5,wroclaw, 52
2018-6-29,,, 9,, 3,wroclaw, 41
2018-6-30,,, 11,, 4,wroclaw, 24
2018-1-1,,, 19,, 6,wroclaw, 54
2018-1-2,,, 19,, 5,wroclaw, 52
2018-1-3,,, 21,, 4,wroclaw, 42
2018-1-4,,, 24,, 5,wroclaw, 41
2018-1-5,,, 27,, 8,wroclaw, 51
2018-1-6,,, 14,, 4,wroclaw, 85
2018-1-7,,, 18,, 4,wroclaw, 66
2018-1-8,,, 22,, 5,wroclaw, 71
2018-1-9,,, 22,, 9,wroclaw, 86
2018-1-10,,, 18,, 8,wroclaw, 125
2018-1-11,,, 14,, 5,wroclaw, 117
2018-1-12,,, 12,, 3,wroclaw, 96
2018-1-13,,, 11,, 3,wroclaw, 60
2018-1-14,,, 15,, 5,wroclaw, 67
2018-1-15,,, 15,, 4,wroclaw, 106
2018-1-16,,, 22,, 4,wroclaw, 59
2018-1-17,,, 16,, 3,wroclaw, 49
2018-1-18,,, 23,, 5,wroclaw, 37
2018-1-19,,, 26,, 7,wroclaw, 54
2018-1-20,,, 18,, 6,wroclaw, 94
2018-1-21,,, 21,, 5,wroclaw, 135
2018-1-22,,, 21,, 8,wroclaw, 113
2018-1-23,,, 22,, 6,wroclaw, 151
2018-1-24,,, 20,, 6,wroclaw, 75
2018-1-25,,, 28,, 9,wroclaw, 90
2018-1-26,,, 21,, 7,wroclaw, 127
2018-1-27,,, 9,, 4,wroclaw, 111
2018-1-28,,, 12,, 3,wroclaw, 46
2018-1-29,,, 14,, 3,wroclaw, 26
2018-1-30,,, 20,, 5,wroclaw, 35
2018-1-31,,, 25,, 6,wroclaw, 57
2018-2-1,,, 29,, 7,wroclaw, 63
2018-2-2,,, 20,, 6,wroclaw, 84
2018-2-3,,, 13,, 5,wroclaw, 72
2018-2-4,,, 26,, 6,wroclaw, 70
2018-2-5,,, 27,, 7,wroclaw, 86
2018-2-6,,, 29,, 9,wroclaw, 142
2018-2-7,,, 28,, 8,wroclaw, 166
2018-2-8,,, 33,, 13,wroclaw, 162
2018-2-9,,, 24,, 8,wroclaw, 191
2018-2-10,,, 16,, 5,wroclaw, 170
2018-2-11,,, 29,, 8,wroclaw, 122
2018-2-12,,, 29,, 7,wroclaw, 103
2018-2-13,,, 25,, 7,wroclaw, 101
2018-2-14,,, 21,, 6,wroclaw, 155
2018-2-15,,, 24,, 5,wroclaw, 132
2018-2-16,,, 24,, 6,wroclaw, 91
2018-2-17,,, 16,, 5,wroclaw, 90
2018-2-18,,, 23,, 6,wroclaw, 83
2018-2-19,,, 26,, 6,wroclaw, 118
2018-2-20,,, 25,, 6,wroclaw, 123
2018-2-21,,, 21,, 5,wroclaw, 122
2018-2-22,,, 23,, 5,wroclaw, 90
2018-2-23,,, 17,, 5,wroclaw, 126
2018-2-24,,, 13,, 4,wroclaw, 96
2018-2-25,,, 19,, 5,wroclaw, 73
2018-2-26,,, 20,, 5,wroclaw, 102
2018-2-27,,, 21,, 5,wroclaw, 106
2018-2-28,,, 20,, 6,wroclaw, 94
2018-3-1,,, 22,, 7,wroclaw, 130
2018-3-2,,, 22,, 7,wroclaw, 143
2018-3-3,,, 24,, 11,wroclaw, 144
2018-3-4,,, 30,, 10,wroclaw, 174
2018-3-5,,, 32,, 11,wroclaw, 153
2018-3-6,,, 30,, 11,wroclaw, 162
2018-3-7,,, 32,, 9,wroclaw, 137
2018-3-8,,, 27,, 6,wroclaw, 102
2018-3-9,,, 26,, 9,wroclaw, 64
2018-3-10,,, 24,, 8,wroclaw, 114
2018-3-11,,, 21,, 7,wroclaw, 102
2018-3-12,,, 28,, 7,wroclaw, 80
2018-3-13,,, 21,, 6,wroclaw, 63
2018-3-14,,, 18,, 7,wroclaw, 58
2018-3-15,,, 19,, 6,wroclaw, 95
2018-3-16,,, 11,, 4,wroclaw, 90
2018-3-17,,, 9,, 4,wroclaw, 58
2018-3-18,,, 25,, 6,wroclaw, 55
2018-3-19,,, 31,, 8,wroclaw, 85
2018-3-20,,, 21,, 6,wroclaw, 120
2018-3-21,,, 25,, 6,wroclaw, 58
2018-3-22,,, 26,, 7,wroclaw, 77
2018-3-23,,, 27,, 8,wroclaw, 86
2018-3-24,,, 18,, 6,wroclaw, 127
2018-3-25,,, 29,, 8,wroclaw, 96
2018-3-26,,, 21,, 6,wroclaw, 115
2018-3-27,,, 24,, 8,wroclaw, 72
2018-3-28,,, 23,, 6,wroclaw, 127
2018-3-29,,, 24,, 5,wroclaw, 81
2018-3-30,,, 12,, 5,wroclaw, 71
2018-3-31,,, 4,, 3,wroclaw, 102
2017-10-1,,, 19,, 4,wroclaw, 80
2017-10-2,,, 23,, 5,wroclaw, 71
2017-10-3,,, 23,, 4,wroclaw, 58
2017-10-4,,, 17,, 3,wroclaw, 46
2017-10-5,,, 17,, 3,wroclaw, 38
2017-10-6,,, 15,, 3,wroclaw, 37
2017-10-7,,, 14,, 3,wroclaw, 36
2017-10-8,,, 17,, 3,wroclaw, 31
2017-10-9,,, 22,, 5,wroclaw, 35
2017-10-10,,, 24,, 6,wroclaw, 56
2017-10-11,,, 20,, 4,wroclaw, 52
2017-10-12,,, 22,, 5,wroclaw, 48
2017-10-13,,, 21,, 5,wroclaw, 53
2017-10-14,,, 24,, 7,wroclaw, 64
2017-10-15,,, 32,, 8,wroclaw, 64
2017-10-16,,, 35,, 10,wroclaw, 76
2017-10-17,,, 35,, 10,wroclaw, 100
2017-10-18,,, 24,, 6,wroclaw, 126
2017-10-19,,, 21,, 7,wroclaw, 143
2017-10-20,,, 22,, 7,wroclaw, 130
2017-10-21,,, 18,, 6,wroclaw, 93
2017-10-22,,, 20,, 5,wroclaw, 73
2017-10-23,,, 16,, 4,wroclaw, 53
2017-10-24,,, 16,, 5,wroclaw, 69
2017-10-25,,, 19,, 4,wroclaw, 69
2017-10-26,,, 17,, 3,wroclaw, 56
2017-10-27,,, 10,, 2,wroclaw, 37
2017-10-28,,, 8,, 2,wroclaw, 26
2017-10-29,,, 16,, 3,wroclaw, 22
2017-10-30,,, 20,, 4,wroclaw, 33
2017-10-31,,, 16,, 4,wroclaw, 51
2017-11-1,,, 23,, 6,wroclaw, 50
2017-11-2,,, 23,, 4,wroclaw, 69
2017-11-3,,, 18,, 5,wroclaw, 64
2017-11-4,,, 20,, 5,wroclaw, 76
2017-11-5,,, 24,, 5,wroclaw, 78
2017-11-6,,, 19,, 5,wroclaw, 64
2017-11-7,,, 20,, 5,wroclaw, 82
2017-11-8,,, 20,, 6,wroclaw, 91
2017-11-9,,, 22,, 6,wroclaw, 133
2017-11-10,,, 13,, 3,wroclaw, 75
2017-11-11,,, 15,, 3,wroclaw, 36
2017-11-12,,, 20,, 4,wroclaw, 40
2017-11-13,,, 20,, 5,wroclaw, 61
2017-11-14,,, 22,, 6,wroclaw, 66
2017-11-15,,, 22,, 7,wroclaw, 80
2017-11-16,,, 24,, 7,wroclaw, 116
2017-11-17,,, 22,, 5,wroclaw, 113
2017-11-18,,, 11,, 3,wroclaw, 76
2017-11-19,,, 19,, 4,wroclaw, 33
2017-11-20,,, 20,, 7,wroclaw, 42
2017-11-21,,, 23,, 9,wroclaw, 77
2017-11-22,,, 23,, 7,wroclaw, 93
2017-11-23,,, 25,, 8,wroclaw, 99
2017-11-24,,, 18,, 6,wroclaw, 88
2017-11-25,,, 17,, 5,wroclaw, 66
2017-11-26,,, 22,, 5,wroclaw, 54
2017-11-27,,, 21,, 5,wroclaw, 59
2017-11-28,,, 21,, 7,wroclaw, 58
2017-11-29,,, 20,, 8,wroclaw, 99
2017-11-30,,, 22,, 6,wroclaw, 139
2017-12-1,,, 18,, 6,wroclaw, 94
2017-12-2,,, 18,, 6,wroclaw, 92
2017-12-3,,, 20,, 4,wroclaw, 94
2017-12-4,,, 17,, 3,wroclaw, 57
2017-12-5,,, 12,, 3,wroclaw, 42
2017-12-6,,, 22,, 5,wroclaw, 46
2017-12-7,,, 24,, 5,wroclaw, 57
2017-12-8,,, 18,, 4,wroclaw, 54
2017-12-9,,, 13,, 3,wroclaw, 48
2017-12-10,,, 22,, 6,wroclaw, 40
2017-12-11,,, 19,, 4,wroclaw, 53
2017-12-12,,, 23,, 5,wroclaw, 40
2017-12-13,,, 19,, 4,wroclaw, 63
2017-12-14,,, 24,, 6,wroclaw, 38
2017-12-15,,, 27,, 9,wroclaw, 64
2017-12-16,,, 17,, 5,wroclaw, 114
2017-12-17,,, 21,, 5,wroclaw, 64
2017-12-18,,, 24,, 7,wroclaw, 78
2017-12-19,,, 22,, 7,wroclaw, 109
2017-12-20,,, 21,, 7,wroclaw, 104
2017-12-21,,, 18,, 4,wroclaw, 86
2017-12-22,,, 9,, 3,wroclaw, 49
2017-12-23,,, 5,, 3,wroclaw, 38
2017-12-24,,, 12,, 5,wroclaw, 24
2017-12-25,,, 13,, 5,wroclaw, 53
2017-12-26,,, 23,, 8,wroclaw, 63
2017-12-27,,, 22,, 6,wroclaw, 92
2017-12-28,,, 18,, 5,wroclaw, 60
2017-12-29,,, 14,, 5,wroclaw, 57
2017-12-30,,, 7,, 4,wroclaw, 59
2017-12-31,,, 18,, 5,wroclaw, 30
2017-7-1,,, 8,, 1,wroclaw, 18
2017-7-2,,, 17,, 2,wroclaw, 22
2017-7-3,,, 20,, 3,wroclaw, 21
2017-7-4,,, 26,, 4,wroclaw, 35
2017-7-5,,, 26,, 4,wroclaw, 47
2017-7-6,,, 24,, 4,wroclaw, 42
2017-7-7,,, 20,, 4,wroclaw, 44
2017-7-8,,, 18,, 4,wroclaw, 48
2017-7-9,,, 24,, 5,wroclaw, 39
2017-7-10,,, 22,, 4,wroclaw, 39
2017-7-11,,, 22,, 4,wroclaw, 40
2017-7-12,,, 14,, 2,wroclaw, 28
2017-7-13,,, 23,, 3,wroclaw, 29
2017-7-14,,, 19,, 3,wroclaw, 40
2017-7-15,,, 15,, 2,wroclaw, 39
2017-7-16,,, 21,, 4,wroclaw, 34
2017-7-17,,, 23,, 3,wroclaw, 36
2017-7-18,,, 30,, 4,wroclaw, 32
2017-7-19,,, 33,, 5,wroclaw, 55
2017-7-20,,, 27,, 5,wroclaw, 67
2017-7-21,,, 25,, 4,wroclaw, 44
2017-7-22,,, 14,, 3,wroclaw, 54
2017-7-23,,, 22,, 4,wroclaw, 31
2017-7-24,,, 19,, 4,wroclaw, 32
2017-7-25,,, 22,, 4,wroclaw, 22
2017-7-26,,, 17,, 4,wroclaw, 30
2017-7-27,,, 22,, 5,wroclaw, 31
2017-7-28,,, 22,, 4,wroclaw, 36
2017-7-29,,, 20,, 4,wroclaw, 33
2017-7-30,,, 32,, 5,wroclaw, 32
2017-7-31,,, 30,, 5,wroclaw, 38
2017-8-1,,, 25,, 4,wroclaw, 53
2017-8-2,,, 25,, 5,wroclaw, 34
2017-8-3,,, 27,, 5,wroclaw, 45
2017-8-4,,, 21,, 4,wroclaw, 39
2017-8-5,,, 12,, 3,wroclaw, 37
2017-8-6,,, 25,, 4,wroclaw, 28
2017-8-7,,, 27,, 4,wroclaw, 35
2017-8-8,,, 27,, 5,wroclaw, 40
2017-8-9,,, 24,, 5,wroclaw, 39
2017-8-10,,, 20,, 5,wroclaw, 53
2017-8-11,,, 14,, 3,wroclaw, 27
2017-8-12,,, 12,, 3,wroclaw, 20
