date,pm10,o3,no2,so2,co,city,pm25
2020-6-6,,, 3,, 3,poznań,
2020-6-7,,, 4,, 3,poznań,
2020-6-8,,, 7,, 3,poznań,
2020-6-9,,, 5,, 3,poznań,
2020-6-10,,, 5,, 3,poznań,
2020-6-11,,, 2,, 4,poznań,
2020-6-12,,, 4,, 4,poznań,
2020-6-13,,, 2,, 3,poznań,
2020-6-14,,, 2,, 3,poznań,
2020-6-15,,, 4,, 3,poznań,
2020-6-16,,, 10,, 4,poznań,
2020-6-17,,, 8,, 4,poznań,
2020-6-18,,, 5,, 4,poznań,
2020-6-19,,, 5,, 4,poznań,
2020-6-20,,, 2,, 4,poznań,
2020-6-21,,, 1,, 3,poznań,
2020-6-22,,, 3,, 3,poznań,
2020-6-23,,, 6,, 3,poznań,
2020-6-24,,, 6,, 4,poznań,
2020-6-25,,, 3,, 4,poznań,
2020-6-26,,, 6,, 3,poznań,
2020-6-27,,, 3,, 3,poznań,
2020-6-28,,, 4,, 3,poznań,
2020-6-29,,, 8,, 3,poznań,
2020-6-30,,, 9,, 3,poznań,
2020-1-1,,, 4,, 3,poznań,
2020-1-2,,, 17,, 6,poznań,
2020-1-7,,, 13,, 5,poznań,
2020-1-8,,, 12,, 5,poznań,
2020-1-9,,, 10,, 5,poznań,
2020-1-10,,, 11,, 5,poznań,
2020-1-11,,, 8,, 4,poznań,
2020-1-12,,, 6,, 4,poznań,
2020-1-13,,, 13,, 5,poznań,
2020-1-14,,, 11,, 5,poznań,
2020-1-15,,, 12,, 6,poznań,
2020-1-16,,, 18,, 9,poznań,
2020-1-17,,, 14,, 8,poznań,
2020-1-18,,, 11,, 6,poznań,
2020-1-19,,, 10,, 6,poznań,
2020-1-20,,, 13,, 6,poznań,
2020-1-21,,, 11,, 5,poznań,
2020-1-22,,, 12,, 6,poznań,
2020-1-23,,, 15,, 4,poznań,
2020-1-24,,, 15,, 3,poznań,
2020-1-25,,, 10,, 2,poznań,
2020-1-26,,, 10,, 3,poznań,
2020-1-27,,, 14,, 4,poznań,
2020-1-28,,, 9,, 2,poznań,
2020-1-29,,, 9,, 2,poznań,
2020-1-30,,, 9,, 2,poznań,
2020-1-31,,, 8,, 2,poznań,
2020-2-1,,, 7,, 3,poznań,
2020-2-2,,, 4,, 2,poznań,
2020-2-3,,, 13,, 3,poznań,
2020-2-4,,, 8,, 2,poznań,
2020-2-5,,, 7,, 2,poznań,
2020-2-6,,, 8,, 3,poznań,
2020-2-7,,, 10,, 3,poznań,
2020-2-8,,, 15,, 5,poznań,
2020-2-9,,, 5,, 4,poznań,
2020-2-10,,, 6,, 3,poznań,
2020-2-11,,, 5,, 3,poznań,
2020-2-12,,, 6,, 3,poznań,
2020-2-13,,, 11,, 3,poznań,
2020-2-14,,, 15,, 5,poznań,
2020-2-15,,, 9,, 4,poznań,
2020-2-16,,, 4,, 4,poznań,
2020-2-17,,, 10,, 4,poznań,
2020-2-18,,, 10,, 4,poznań,
2020-2-19,,, 9,, 4,poznań,
2020-2-20,,, 9,, 4,poznań,
2020-2-21,,, 8,, 4,poznań,
2020-2-22,,, 7,, 4,poznań,
2020-2-23,,, 5,, 4,poznań,
2020-2-24,,, 7,, 4,poznań,
2020-2-25,,, 10,, 5,poznań,
2020-2-26,,, 14,, 5,poznań,
2020-2-27,,, 12,, 5,poznań,
2020-2-28,,, 14,, 6,poznań,
2020-2-29,,, 6,, 5,poznań,
2020-3-1,,, 5,, 5,poznań,
2020-3-2,,, 14,, 6,poznań,
2020-3-3,,, 12,, 7,poznań,
2020-3-4,,, 14,, 6,poznań,
2020-3-5,,, 11,, 6,poznań,
2020-3-6,,, 9,, 6,poznań,
2020-3-7,,, 7,, 6,poznań,
2020-3-8,,, 7,, 5,poznań,
2020-3-9,,, 13,, 6,poznań,
2020-3-10,,, 8,, 6,poznań,
2020-3-11,,, 7,, 5,poznań,
2020-3-12,,, 6,, 5,poznań,
2020-3-13,,, 6,, 5,poznań,
2020-3-14,,, 6,, 5,poznań,
2020-3-15,,, 5,, 6,poznań,
2020-3-16,,, 11,, 6,poznań,
2020-3-17,,, 14,, 8,poznań,
2020-3-18,,, 12,, 7,poznań,
2020-3-19,,, 8,, 6,poznań,
2020-3-20,,, 7,, 4,poznań,
2020-3-21,,, 3,, 2,poznań,
2020-3-22,,, 2,, 1,poznań,
2020-3-23,,, 7,, 2,poznań,
2020-3-24,,, 10,, 3,poznań,
2020-3-25,,, 6,, 3,poznań,
2020-3-26,,, 7,, 3,poznań,
2020-3-27,,, 13,, 4,poznań,
2020-3-28,,, 12,, 5,poznań,
2019-10-1,,, 10,, 4,poznań,
2019-10-2,,, 11,, 4,poznań,
2019-10-3,,, 12,, 4,poznań,
2019-10-4,,, 8,, 4,poznań,
2019-10-5,,, 5,, 6,poznań,
2019-10-6,,, 8,, 7,poznań,
2019-10-7,,, 16,, 4,poznań,
2019-10-8,,, 10,, 4,poznań,
2019-10-9,,, 9,, 4,poznań,
2019-10-10,,, 11,, 4,poznań,
2019-10-11,,, 7,, 5,poznań,
2019-10-12,,, 9,, 5,poznań,
2019-10-13,,, 5, 1, 4,poznań,
2019-10-14,,, 15, 1, 3,poznań,
2019-10-15,,, 15, 1, 2,poznań,
2019-10-16,,, 11, 1, 2,poznań,
2019-10-17,,, 14, 1, 3,poznań,
2019-10-18,,, 16, 1, 3,poznań,
2019-10-19,,, 11, 1, 3,poznań,
2019-10-20,,, 11, 2, 6,poznań,
2019-10-21,,, 19, 1, 6,poznań,
2019-10-22,,, 17, 1, 4,poznań,
2019-10-23,,, 10, 1, 5,poznań,
2019-10-24,,, 10, 1, 4,poznań,
2019-10-25,,, 14, 1, 2,poznań,
2019-10-26,,, 8, 1, 2,poznań,
2019-10-27,,, 6, 1, 3,poznań,
2019-10-28,,, 14, 1, 3,poznań,
2019-10-29,,, 27, 2, 8,poznań,
2019-10-30,,, 42, 3, 12,poznań,
2019-10-31,,, 24, 2, 4,poznań,
2019-11-1,,, 10, 1, 1,poznań,
2019-11-2,,, 5, 1, 3,poznań,
2019-11-3,,, 8, 1, 3,poznań,
2019-11-4,,, 11, 1, 2,poznań,
2019-11-5,,, 12, 1, 1,poznań,
2019-11-6,,, 11, 2, 2,poznań,
2019-11-7,,, 13, 2, 3,poznań,
2019-11-8,,, 12, 1, 3,poznań,
2019-11-9,,, 9, 1, 1,poznań,
2019-11-10,,, 6, 1, 2,poznań,
2019-11-11,,, 6, 2, 3,poznań,
2019-11-12,,, 16, 1, 2,poznań,
2019-11-13,,, 15, 1, 1,poznań,
2019-11-14,,, 11, 1, 2,poznań,
2019-11-15,,, 8, 2, 2,poznań,
2019-11-16,,, 11, 2, 3,poznań,
2019-11-17,,, 9, 2, 2,poznań,
2019-11-18,,, 10, 2, 4,poznań,
2019-11-19,,, 15, 2, 3,poznań,
2019-11-20,,, 11, 1, 2,poznań,
2019-11-21,,, 7, 1, 2,poznań,
2019-11-22,,, 7, 2, 2,poznań,
2019-11-23,,, 7, 1, 3,poznań,
2019-11-24,,, 6, 2, 3,poznań,
2019-11-25,,, 8, 2, 5,poznań,
2019-11-26,,, 10, 2, 4,poznań,
2019-11-27,,, 12, 2, 2,poznań,
2019-11-28,,, 9, 1, 2,poznań,
2019-11-29,,, 10, 1, 3,poznań,
2019-11-30,,, 10, 1, 4,poznań,
2019-12-1,,, 9, 2, 3,poznań,
2019-12-2,,, 13, 1, 3,poznań,
2019-12-3,,, 12, 2, 4,poznań,
2019-12-4,,, 15, 2, 5,poznań,
2019-12-5,,, 15, 2,,poznań,
2019-12-6,,, 14, 1,,poznań,
2019-12-7,,, 8, 1,,poznań,
2019-12-8,,, 5, 2, 7,poznań,
2019-12-9,,, 13, 2, 4,poznań,
2019-12-10,,, 18, 2, 2,poznań,
2019-12-11,,, 16, 3, 3,poznań,
2019-12-12,,, 17, 3, 4,poznań,
2019-12-13,,, 13, 2, 2,poznań,
2019-12-14,,, 9, 1, 2,poznań,
2019-12-15,,, 7, 2, 3,poznań,
2019-12-16,,, 18, 2, 5,poznań,
2019-12-17,,, 18, 3, 6,poznań,
2019-12-18,,, 20, 2, 7,poznań,
2019-12-19,,, 14, 2, 3,poznań,
2019-12-20,,, 15, 2, 5,poznań,
2019-12-21,,, 18, 1, 5,poznań,
2019-12-22,,, 9, 1, 4,poznań,
2019-12-23,,, 11, 1, 3,poznań,
2019-12-24,,, 8, 1, 5,poznań,
2019-12-25,,, 7, 1, 3,poznań,
2019-12-26,,, 6, 1, 3,poznań,
2019-12-27,,, 7, 1, 3,poznań,
2019-12-28,,, 7, 1, 3,poznań,
2019-12-29,,, 7,,,poznań,
2019-7-1,,, 7,, 4,poznań,
2019-7-2,,, 4,, 4,poznań,
2019-7-3,,, 4,, 4,poznań,
2019-7-4,,, 5,, 4,poznań,
2019-7-5,,, 5,, 5,poznań,
2019-7-6,,, 4,, 4,poznań,
2019-7-7,,, 2,, 2,poznań,
2019-7-8,,, 4,, 2,poznań,
2019-7-9,,, 4,, 2,poznań,
2019-7-10,,, 5,, 2,poznań,
2019-7-11,,, 7,, 3,poznań,
2019-7-12,,, 11,, 3,poznań,
2019-7-13,,, 6,, 2,poznań,
2019-7-14,,, 4,, 2,poznań,
2019-7-15,,, 6,, 2,poznań,
2019-7-16,,, 5,, 2,poznań,
2019-7-17,,, 7,, 3,poznań,
2019-7-18,,, 9,, 3,poznań,
2019-7-19,,, 13,, 3,poznań,
2019-7-20,,, 8,, 3,poznań,
2019-7-21,,, 3,, 3,poznań,
2019-7-22,,, 7,, 3,poznań,
2019-7-23,,, 7,, 4,poznań,
2019-7-24,,, 6,, 3,poznań,
2019-7-25,,, 6,, 2,poznań,
2019-7-26,,, 2,, 3,poznań,
2019-7-27,,, 2,, 3,poznań,
2019-7-28,,, 3,, 3,poznań,
2019-7-29,,, 6,, 3,poznań,
2019-7-30,,, 7,, 3,poznań,
2019-7-31,,, 7,, 3,poznań,
2019-8-1,,, 6,, 3,poznań,
2019-8-2,,, 5,, 2,poznań,
2019-8-3,,, 4,, 3,poznań,
2019-8-4,,, 4,, 3,poznań,
2019-8-5,,, 7,, 3,poznań,
2019-8-6,,, 5,, 3,poznań,
2019-8-7,,, 7,, 3,poznań,
2019-8-8,,, 7,, 3,poznań,
2019-8-9,,, 9,, 3,poznań,
2019-8-10,,, 6,, 3,poznań,
2019-8-11,,, 5,, 3,poznań,
2019-8-12,,, 10,, 3,poznań,
2019-8-13,,, 6,, 3,poznań,
2019-8-14,,, 10,, 3,poznań,
2019-8-15,,, 9,, 3,poznań,
2019-8-16,,, 9,, 3,poznań,
2019-8-17,,, 9,, 4,poznań,
2019-8-18,,, 5,, 4,poznań,
2019-8-19,,, 9,, 4,poznań,
2019-8-20,,, 10,, 4,poznań,
2019-8-21,,, 7,, 4,poznań,
2019-8-22,,, 9,, 3,poznań,
2019-8-23,,, 10,, 3,poznań,
2019-8-24,,, 7, 1, 3,poznań,
2019-8-25,,, 4, 1, 3,poznań,
2019-8-26,,, 7,, 4,poznań,
2019-8-27,,, 10,, 4,poznań,
2019-8-28,,, 11,, 4,poznań,
2019-8-29,,, 15,, 4,poznań,
2019-8-30,,, 11,, 3,poznań,
2019-8-31,,, 5,, 4,poznań,
2019-9-1,,, 4,, 3,poznań,
2019-9-2,,, 9,, 3,poznań,
2019-9-3,,, 16,, 3,poznań,
2019-9-4,,, 12,, 3,poznań,
2019-9-5,,, 10,, 3,poznań,
2019-9-6,,, 11,, 3,poznań,
2019-9-7,,, 11,, 3,poznań,
2019-9-8,,, 6,, 4,poznań,
2019-9-9,,, 7,, 3,poznań,
2019-9-10,,, 8,, 4,poznań,
2019-9-11,,, 16,, 4,poznań,
2019-9-12,,, 13,, 3,poznań,
2019-9-13,,, 8,, 3,poznań,
2019-9-14,,, 9,, 3,poznań,
2019-9-15,,, 7,, 3,poznań,
2019-9-16,,, 10,, 3,poznań,
2019-9-17,,, 9,, 3,poznań,
2019-9-18,,, 8,, 3,poznań,
2019-9-19,,, 11,, 3,poznań,
2019-9-20,,, 11,, 3,poznań,
2019-9-21,,, 8,, 4,poznań,
2019-9-22,,, 8,, 4,poznań,
2019-9-23,,, 8,, 4,poznań,
2019-9-24,,, 9,, 5,poznań,
2019-9-25,,, 11,, 6,poznań,
2019-9-26,,, 14,, 5,poznań,
2019-9-27,,, 10,, 4,poznań,
2019-9-28,,, 6,, 4,poznań,
2019-9-29,,, 5,, 4,poznań,
2019-9-30,,, 7,, 4,poznań,
2019-4-1,,, 9, 1, 2,poznań,
2019-4-2,,, 5, 2, 3,poznań,
2019-4-3,,, 7, 2, 3,poznań,
2019-4-4,,, 8, 2, 4,poznań,
2019-4-5,,, 8, 1, 4,poznań,
2019-4-6,,, 7, 1, 4,poznań,
2019-4-7,,, 11, 1, 4,poznań,
2019-4-8,,, 14,, 3,poznań,
2019-4-9,,, 6,, 3,poznań,
2019-4-10,,, 7,, 3,poznań,
2019-4-11,,, 7,, 3,poznań,
2019-4-12,,, 5,, 3,poznań,
2019-4-13,,, 4,, 3,poznań,
2019-4-14,,, 3, 1, 3,poznań,
2019-4-15,,, 7, 1, 3,poznań,
2019-4-16,,, 8, 1, 4,poznań,
2019-4-17,,, 9, 1, 4,poznań,
2019-4-18,,, 12, 1, 4,poznań,
2019-4-19,,, 15, 1, 3,poznań,
2019-4-20,,, 6,, 3,poznań,
2019-4-21,,, 5,, 4,poznań,
2019-4-22,,, 3, 1, 4,poznań,
2019-4-23,,, 4, 1, 4,poznań,
2019-4-24,,, 6, 1, 5,poznań,
2019-4-25,,, 12, 1, 5,poznań,
2019-4-26,,, 13,, 5,poznań,
2019-4-27,,, 8,, 5,poznań,
2019-4-28,,, 7,, 5,poznań,
2019-4-29,,, 4,, 4,poznań,
2019-4-30,,, 6,, 4,poznań,
2019-5-1,,, 4,, 4,poznań,
2019-5-2,,, 4,, 4,poznań,
2019-5-3,,, 3,, 5,poznań,
2019-5-4,,, 6,, 5,poznań,
2019-5-5,,, 4,, 5,poznań,
2019-5-6,,, 11,, 5,poznań,
2019-5-7,,, 9, 1, 5,poznań,
2019-5-8,,, 11, 1, 6,poznań,
2019-5-9,,, 12,, 6,poznań,
2019-5-10,,, 11,, 5,poznań,
2019-5-11,,, 5,, 6,poznań,
2019-5-12,,, 5,, 5,poznań,
2019-5-13,,, 7,, 5,poznań,
2019-5-14,,, 6,, 5,poznań,
2019-5-15,,, 6,, 7,poznań,
2019-5-16,,, 11,, 5,poznań,
2019-5-17,,, 9,, 3,poznań,
2019-5-18,,, 8,, 3,poznań,
2019-5-19,,, 6,, 3,poznań,
2019-5-20,,, 8,, 3,poznań,
2019-5-21,,, 9,, 3,poznań,
2019-5-22,,, 5,, 3,poznań,
2019-5-23,,, 6,, 3,poznań,
2019-5-24,,, 10,, 3,poznań,
2019-5-25,,, 5,, 3,poznań,
2019-5-26,,, 6,, 3,poznań,
2019-5-27,,, 11,, 4,poznań,
2019-5-28,,, 11,, 2,poznań,
2019-5-29,,, 5,, 3,poznań,
2019-5-30,,, 9,, 4,poznań,
2019-5-31,,, 11,, 4,poznań,
2019-6-1,,, 11,, 4,poznań,
2019-6-2,,, 6,, 4,poznań,
2019-6-3,,, 8,, 4,poznań,
2019-6-4,,, 8,, 4,poznań,
2019-6-5,,, 6,, 4,poznań,
2019-6-6,,, 6,, 4,poznań,
2019-6-7,,, 6,, 4,poznań,
2019-6-8,,, 9,, 3,poznań,
2019-6-9,,, 8,, 4,poznań,
2019-6-10,,, 7,, 4,poznań,
2019-6-11,,, 8,, 4,poznań,
2019-6-12,,, 6,, 4,poznań,
2019-6-13,,, 4,, 4,poznań,
2019-6-14,,, 4,, 4,poznań,
2019-6-15,,, 6,, 4,poznań,
2019-6-16,,, 2,, 4,poznań,
2019-6-17,,, 5,, 4,poznań,
2019-6-18,,, 5,, 4,poznań,
2019-6-19,,, 8,, 4,poznań,
2019-6-20,,, 6,, 5,poznań,
2019-6-21,,, 9,, 4,poznań,
2019-6-22,,, 3,, 4,poznań,
2019-6-23,,, 3,, 4,poznań,
2019-6-24,,, 4,, 5,poznań,
2019-6-25,,, 10,, 4,poznań,
2019-6-26,,, 9,, 3,poznań,
2019-6-27,,, 4,, 4,poznań,
2019-6-28,,, 4,, 4,poznań,
2019-6-29,,, 7,, 4,poznań,
2019-6-30,,, 11,, 3,poznań,
2019-1-1,,, 4, 1, 3,poznań,
2019-1-2,,, 7, 1, 4,poznań,
2019-1-3,,, 12, 1, 4,poznań,
2019-1-4,,, 19, 1, 4,poznań,
2019-1-5,,, 9, 1, 4,poznań,
2019-1-6,,, 9, 1, 5,poznań,
2019-1-7,,, 19, 1, 5,poznań,
2019-1-8,,, 13, 1, 6,poznań,
2019-1-9,,, 15, 1, 5,poznań,
2019-1-10,,, 18, 1, 5,poznań,
2019-1-11,,, 19, 1, 5,poznań,
2019-1-12,,, 15, 1, 5,poznań,
2019-1-13,,, 7, 1, 5,poznań,
2019-1-14,,, 9, 1, 5,poznań,
2019-1-15,,, 13, 1, 6,poznań,
2019-1-16,,, 14, 1, 6,poznań,
2019-1-17,,, 18, 1, 6,poznań,
2019-1-18,,, 17, 1, 8,poznań,
2019-1-19,,, 28, 2, 12,poznań,
2019-1-20,,, 20, 1, 6,poznań,
2019-1-21,,, 16, 2, 9,poznań,
2019-1-22,,, 27, 4, 7,poznań,
2019-1-23,,, 17, 2, 6,poznań,
2019-1-24,,, 14, 2, 7,poznań,
2019-1-25,,, 19, 2, 8,poznań,
2019-1-26,,, 22, 2, 8,poznań,
2019-1-27,,, 17, 2, 8,poznań,
2019-1-28,,, 29, 1, 8,poznań,
2019-1-29,,, 23, 2, 8,poznań,
2019-1-30,,, 21, 3, 10,poznań,
2019-1-31,,, 24, 4, 11,poznań,
2019-2-1,,, 26, 3, 10,poznań,
2019-2-2,,, 22, 1, 9,poznań,
2019-2-3,,, 14, 1, 8,poznań,
2019-2-4,,, 16, 2, 9,poznań,
2019-2-5,,, 24, 2, 8,poznań,
2019-2-6,,, 21, 3, 10,poznań,
2019-2-7,,, 30, 2, 9,poznań,
2019-2-8,,, 22, 2, 8,poznań,
2019-2-9,,, 14, 2, 8,poznań,
2019-2-10,,, 7, 1, 8,poznań,
2019-2-11,,, 12, 1, 8,poznań,
2019-2-12,,, 13, 1, 9,poznań,
2019-2-13,,, 18, 1, 9,poznań,
2019-2-14,,, 21, 1, 10,poznań,
2019-2-15,,, 26, 3, 12,poznań,
2019-2-16,,, 32, 2, 13,poznań,
2019-2-17,,, 28, 3, 15,poznań,
2019-2-18,,, 42, 2, 12,poznań,
2019-2-19,,, 26, 1, 10,poznań,
2019-2-20,,, 17, 1, 10,poznań,
2019-2-21,,, 20, 1, 9,poznań,
2019-2-22,,, 11, 2, 11,poznań,
2019-2-23,,, 26, 3, 10,poznań,
2019-2-24,,, 21, 3, 10,poznań,
2019-2-25,,, 21, 2, 10,poznań,
2019-2-26,,, 15, 1, 12,poznań,
2019-2-27,,, 29, 1, 11,poznań,
2019-2-28,,, 21, 1, 12,poznań,
2019-3-1,,, 19, 1, 11,poznań,
2019-3-2,,, 15, 1, 11,poznań,
2019-3-3,,, 9, 1, 10,poznań,
2019-3-4,,, 11, 1, 10,poznań,
2019-3-5,,, 11, 1, 11,poznań,
2019-3-6,,, 21, 1, 11,poznań,
2019-3-7,,, 23, 1, 11,poznań,
2019-3-8,,, 12, 1, 11,poznań,
2019-3-9,,, 14, 1, 11,poznań,
2019-3-10,,, 6, 1, 11,poznań,
2019-3-11,,, 16, 1, 11,poznań,
2019-3-12,,, 14, 1, 11,poznań,
2019-3-13,,, 12, 1, 11,poznań,
2019-3-14,,, 11, 1, 11,poznań,
2019-3-15,,, 11, 1, 11,poznań,
2019-3-16,,, 8, 1, 12,poznań,
2019-3-17,,, 6, 1, 11,poznań,
2019-3-18,,, 12, 1, 12,poznań,
2019-3-19,,, 20, 1, 13,poznań,
2019-3-20,,, 26, 1, 12,poznań,
2019-3-21,,, 14, 1, 13,poznań,
2019-3-22,,, 20, 1, 13,poznań,
2019-3-23,,, 13, 1, 12,poznań,
2019-3-24,,, 9, 1, 13,poznań,
2019-3-25,,, 22, 1, 12,poznań,
2019-3-26,,, 12, 1, 13,poznań,
2019-3-27,,, 23, 1, 13,poznań,
2019-3-28,,, 17,, 8,poznań,
2019-3-29,,, 12, 1, 4,poznań,
2019-3-30,,, 15,, 3,poznań,
2019-3-31,,, 7,, 3,poznań,
2018-10-1,,, 15,, 2,poznań,
2018-10-2,,, 5,, 2,poznań,
2018-10-3,,, 5,, 3,poznań,
2018-10-4,,, 9,, 4,poznań,
2018-10-5,,, 16,, 4,poznań,
2018-10-6,,, 15,, 3,poznań,
2018-10-7,,, 6,, 4,poznań,
2018-10-8,,, 12, 2, 7,poznań,
2018-10-9,,, 17, 3, 7,poznań,
2018-10-10,,, 12, 3, 5,poznań,
2018-10-11,,, 9, 2, 5,poznań,
2018-10-12,,, 18, 2, 5,poznań,
2018-10-13,,, 11, 2, 5,poznań,
2018-10-14,,, 7, 2, 4,poznań,
2018-10-15,,, 13, 2, 5,poznań,
2018-10-16,,, 19, 3, 7,poznań,
2018-10-17,,, 23, 3, 8,poznań,
2018-10-18,,, 26, 2, 5,poznań,
2018-10-19,,, 12, 1, 4,poznań,
2018-10-20,,, 6, 1, 5,poznań,
2018-10-21,,, 11, 1, 5,poznań,
2018-10-22,,, 14, 1, 4,poznań,
2018-10-23,,, 7, 1, 3,poznań,
2018-10-24,,, 5, 1, 4,poznań,
2018-10-25,,, 6, 1, 4,poznań,
2018-10-26,,, 9, 1, 4,poznań,
2018-10-27,,, 8, 1, 4,poznań,
2018-10-28,,, 4, 1, 4,poznań,
2018-10-29,,, 5, 1, 5,poznań,
2018-10-30,,, 8, 1, 6,poznań,
2018-10-31,,, 14, 3, 5,poznań,
2018-11-1,,, 6, 3, 7,poznań,
2018-11-2,,, 17, 2, 7,poznań,
2018-11-3,,, 11, 2, 6,poznań,
2018-11-4,,, 5, 2, 6,poznań,
2018-11-5,,, 7, 3, 6,poznań,
2018-11-6,,, 11, 3, 7,poznań,
2018-11-7,,, 15, 2, 8,poznań,
2018-11-8,,, 14, 1, 7,poznań,
2018-11-9,,, 11, 1, 9,poznań,
2018-11-10,,, 11, 1, 8,poznań,
2018-11-11,,, 10, 1, 8,poznań,
2018-11-12,,, 11, 1, 7,poznań,
2018-11-13,,, 12, 1, 7,poznań,
2018-11-14,,, 12, 1, 10,poznań,
2018-11-15,,, 14, 1, 7,poznań,
2018-11-16,,, 11, 1, 7,poznań,
2018-11-17,,, 14, 1, 9,poznań,
2018-11-18,,, 12, 1, 5,poznań,
2018-11-19,,, 4, 1, 6,poznań,
2018-11-20,,, 6, 1, 5,poznań,
2018-11-21,,, 6, 1, 5,poznań,
2018-11-22,,, 7, 2, 7,poznań,
2018-11-23,,, 10, 3, 10,poznań,
2018-11-24,,, 10, 2, 11,poznań,
2018-11-25,,, 7, 1, 7,poznań,
2018-11-26,,, 7, 2, 9,poznań,
2018-11-27,,, 19, 2, 8,poznań,
2018-11-28,,, 10, 2, 6,poznań,
2018-11-29,,, 9, 3, 7,poznań,
2018-11-30,,, 9, 3, 8,poznań,
2018-12-1,,, 11, 2, 8,poznań,
2018-12-2,,, 7, 2, 9,poznań,
2018-12-3,,, 11, 1, 7,poznań,
2018-12-4,,, 9, 2, 9,poznań,
2018-12-5,,, 15, 2, 9,poznań,
2018-12-6,,, 16, 2, 9,poznań,
2018-12-7,,, 10, 1, 8,poznań,
2018-12-8,,, 6, 1, 8,poznań,
2018-12-9,,, 4, 1, 7,poznań,
2018-12-10,,, 7, 1, 8,poznań,
2018-12-11,,, 9, 1, 9,poznań,
2018-12-12,,, 11, 1, 4,poznań,
2018-12-13,,, 7, 1, 3,poznań,
2018-12-14,,, 8, 1, 4,poznań,
2018-12-15,,, 7, 2, 3,poznań,
2018-12-16,,, 6, 2, 7,poznań,
2018-12-17,,, 13, 2, 9,poznań,
2018-12-18,,, 11, 3, 6,poznań,
2018-12-19,,, 13, 2, 5,poznań,
2018-12-20,,, 16, 2, 5,poznań,
2018-12-21,,, 12, 2, 4,poznań,
2018-12-22,,, 5, 1, 4,poznań,
2018-12-23,,, 6, 1, 3,poznań,
2018-12-24,,, 7, 1, 3,poznań,
2018-12-25,,, 6, 1, 4,poznań,
2018-12-26,,, 8, 1, 4,poznań,
2018-12-27,,, 12, 1, 4,poznań,
2018-12-28,,, 13, 1, 5,poznań,
2018-12-29,,, 17, 1, 4,poznań,
2018-12-30,,, 9,,,poznań,
2018-7-1,,, 3,, 2,poznań,
2018-7-2,,, 8,, 2,poznań,
2018-7-3,,, 11,, 3,poznań,
2018-7-4,,, 16,, 4,poznań,
2018-7-5,,, 16,, 3,poznań,
2018-7-6,,, 4,, 2,poznań,
2018-7-7,,, 5,, 3,poznań,
2018-7-8,,, 5,, 3,poznań,
2018-7-9,,, 7,, 3,poznań,
2018-7-10,,, 7,, 4,poznań,
2018-7-11,,, 8,, 3,poznań,
2018-7-12,,, 8,, 4,poznań,
2018-7-13,,, 6,, 3,poznań,
2018-7-14,,, 3,, 3,poznań,
2018-7-15,,, 2,, 4,poznań,
2018-7-16,,, 7,, 4,poznań,
2018-7-17,,, 6,, 4,poznań,
2018-7-18,,, 4,, 4,poznań,
2018-7-19,,, 5,, 4,poznań,
2018-7-20,,, 8,, 4,poznań,
2018-7-21,,, 11,, 4,poznań,
2018-7-22,,, 4,, 4,poznań,
2018-7-23,,, 7,, 4,poznań,
2018-7-24,,, 5,, 4,poznań,
2018-7-25,,, 6,, 4,poznań,
2018-7-26,,, 6,, 5,poznań,
2018-7-27,,, 6,, 5,poznań,
2018-7-28,,, 7,, 5,poznań,
2018-7-29,,, 3,, 5,poznań,
2018-7-30,,, 6,, 5,poznań,
2018-7-31,,, 7,, 5,poznań,
2018-8-1,,, 6,, 5,poznań,
2018-8-2,,, 6,, 5,poznań,
2018-8-3,,, 5,, 5,poznań,
2018-8-4,,, 7,, 4,poznań,
2018-8-5,,, 2,, 5,poznań,
2018-8-6,,, 8,, 5,poznań,
2018-8-7,,, 8,, 5,poznań,
2018-8-8,,, 5,, 4,poznań,
2018-8-9,,, 6,, 3,poznań,
2018-8-10,,, 10,, 2,poznań,
2018-8-11,,, 9,, 2,poznań,
2018-8-12,,, 8,, 2,poznań,
2018-8-13,,, 11,, 3,poznań,
2018-8-14,,, 8,, 3,poznań,
2018-8-15,,, 4,, 3,poznań,
2018-8-16,,, 10,, 3,poznań,
2018-8-17,,, 9,, 3,poznań,
2018-8-18,,, 8,, 4,poznań,
2018-8-19,,, 11,, 3,poznań,
2018-8-20,,, 10,, 3,poznań,
2018-8-21,,, 7,, 3,poznań,
2018-8-22,,, 6,, 3,poznań,
2018-8-23,,, 8,, 4,poznań,
2018-8-24,,, 13,, 3,poznań,
2018-8-25,,, 7,, 3,poznań,
2018-8-26,,, 7,, 3,poznań,
2018-8-27,,, 12, 1, 4,poznań,
2018-8-28,,, 10,, 3,poznań,
2018-8-29,,, 8,, 4,poznań,
2018-8-30,,, 7,, 3,poznań,
2018-8-31,,, 8,, 3,poznań,
2018-9-1,,, 11,, 2,poznań,
2018-9-2,,, 3,, 3,poznań,
2018-9-3,,, 5,, 2,poznań,
2018-9-4,,, 7, 8, 5,poznań,
2018-9-5,,, 7,, 3,poznań,
2018-9-6,,, 12,, 3,poznań,
2018-9-7,,, 11,, 3,poznań,
2018-9-8,,, 10,, 3,poznań,
2018-9-9,,, 11,, 3,poznań,
2018-9-10,,, 15,, 3,poznań,
2018-9-11,,, 14,, 2,poznań,
2018-9-12,,, 9,, 3,poznań,
2018-9-13,,, 6,, 3,poznań,
2018-9-14,,, 9,, 3,poznań,
2018-9-15,,, 8,, 3,poznań,
