date, pm25, pm10, o3, no2, so2, co
2019/5/12, , , , 5, , 5
2019/5/13, , , , 7, , 5
2019/5/14, , , , 6, , 5
2019/5/15, , , , 6, , 7
2019/5/16, , , , 11, , 5
2019/5/17, , , , 9, , 3
2019/5/18, , , , 8, , 3
2019/5/19, , , , 6, , 3
2019/5/20, , , , 8, , 3
2019/5/21, , , , 9, , 3
2019/5/22, , , , 5, , 3
2019/5/23, , , , 6, , 3
2019/5/24, , , , 10, , 3
2019/5/25, , , , 5, , 3
2019/5/26, , , , 6, , 3
2019/5/27, , , , 11, , 4
2019/5/28, , , , 11, , 2
2019/5/29, , , , 5, , 3
2019/5/30, , , , 9, , 4
2019/5/31, , , , 11, , 4
2019/6/1, , , , 11, , 4
2019/6/2, , , , 6, , 4
2019/6/3, , , , 8, , 4
2019/6/4, , , , 8, , 4
2019/6/5, , , , 6, , 4
2019/6/6, , , , 6, , 4
2019/6/7, , , , 6, , 4
2019/6/8, , , , 9, , 3
2019/6/9, , , , 8, , 4
2019/6/10, , , , 7, , 4
2019/6/11, , , , 8, , 4
2019/6/12, , , , 6, , 4
2019/6/13, , , , 4, , 4
2019/6/14, , , , 4, , 4
2019/6/15, , , , 6, , 4
2019/6/16, , , , 2, , 4
2019/6/17, , , , 5, , 4
2019/6/18, , , , 5, , 4
2019/6/19, , , , 8, , 4
2019/6/20, , , , 6, , 5
2019/6/21, , , , 9, , 4
2019/6/22, , , , 3, , 4
2019/6/23, , , , 3, , 4
2019/6/24, , , , 4, , 5
2019/6/25, , , , 10, , 4
2019/6/26, , , , 9, , 3
2019/6/27, , , , 4, , 4
2019/6/28, , , , 4, , 4
2019/6/29, , , , 7, , 4
2019/6/30, , , , 11, , 3
2019/1/1, , , , 4, 1, 3
2019/1/2, , , , 7, 1, 4
2019/1/3, , , , 12, 1, 4
2019/1/4, , , , 19, 1, 4
2019/1/5, , , , 9, 1, 4
2019/1/6, , , , 9, 1, 5
2019/1/7, , , , 19, 1, 5
2019/1/8, , , , 13, 1, 6
2019/1/9, , , , 15, 1, 5
2019/1/10, , , , 18, 1, 5
2019/1/11, , , , 19, 1, 5
2019/1/12, , , , 15, 1, 5
2019/1/13, , , , 7, 1, 5
2019/1/14, , , , 9, 1, 5
2019/1/15, , , , 13, 1, 6
2019/1/16, , , , 14, 1, 6
2019/1/17, , , , 18, 1, 6
2019/1/18, , , , 17, 1, 8
2019/1/19, , , , 28, 2, 12
2019/1/20, , , , 20, 1, 6
2019/1/21, , , , 16, 2, 9
2019/1/22, , , , 27, 4, 7
2019/1/23, , , , 17, 2, 6
2019/1/24, , , , 14, 2, 7
2019/1/25, , , , 19, 2, 8
2019/1/26, , , , 22, 2, 8
2019/1/27, , , , 17, 2, 8
2019/1/28, , , , 29, 1, 8
2019/1/29, , , , 23, 2, 8
2019/1/30, , , , 21, 3, 10
2019/1/31, , , , 24, 4, 11
2019/2/1, , , , 26, 3, 10
2019/2/2, , , , 22, 1, 9
2019/2/3, , , , 14, 1, 8
2019/2/4, , , , 16, 2, 9
2019/2/5, , , , 24, 2, 8
2019/2/6, , , , 21, 3, 10
2019/2/7, , , , 30, 2, 9
2019/2/8, , , , 22, 2, 8
2019/2/9, , , , 14, 2, 8
2019/2/10, , , , 7, 1, 8
2019/2/11, , , , 12, 1, 8
2019/2/12, , , , 13, 1, 9
2019/2/13, , , , 18, 1, 9
2019/2/14, , , , 21, 1, 10
2019/2/15, , , , 26, 3, 12
2019/2/16, , , , 32, 2, 13
2019/2/17, , , , 28, 3, 15
2019/2/18, , , , 42, 2, 12
2019/2/19, , , , 26, 1, 10
2019/2/20, , , , 17, 1, 10
2019/2/21, , , , 20, 1, 9
2019/2/22, , , , 11, 2, 11
2019/2/23, , , , 26, 3, 10
2019/2/24, , , , 21, 3, 10
2019/2/25, , , , 21, 2, 10
2019/2/26, , , , 15, 1, 12
2019/2/27, , , , 29, 1, 11
2019/2/28, , , , 21, 1, 12
2019/3/1, , , , 19, 1, 11
2019/3/2, , , , 15, 1, 11
2019/3/3, , , , 9, 1, 10
2019/3/4, , , , 11, 1, 10
2019/3/5, , , , 11, 1, 11
2019/3/6, , , , 21, 1, 11
2019/3/7, , , , 23, 1, 11
2019/3/8, , , , 12, 1, 11
2019/3/9, , , , 14, 1, 11
2019/3/10, , , , 6, 1, 11
2019/3/11, , , , 16, 1, 11
2019/3/12, , , , 14, 1, 11
2019/3/13, , , , 12, 1, 11
2019/3/14, , , , 11, 1, 11
2019/3/15, , , , 11, 1, 11
2019/3/16, , , , 8, 1, 12
2019/3/17, , , , 6, 1, 11
2019/3/18, , , , 12, 1, 12
2019/3/19, , , , 20, 1, 13
2019/3/20, , , , 26, 1, 12
2019/3/21, , , , 14, 1, 13
2019/3/22, , , , 20, 1, 13
2019/3/23, , , , 13, 1, 12
2019/3/24, , , , 9, 1, 13
2019/3/25, , , , 22, 1, 12
2019/3/26, , , , 12, 1, 13
2019/3/27, , , , 23, 1, 13
2019/3/28, , , , 17, , 8
2019/3/29, , , , 12, 1, 4
2019/3/30, , , , 15, , 3
2019/3/31, , , , 7, , 3
2018/10/1, , , , 15, , 2
2018/10/2, , , , 5, , 2
2018/10/3, , , , 5, , 3
2018/10/4, , , , 9, , 4
2018/10/5, , , , 16, , 4
2018/10/6, , , , 15, , 3
2018/10/7, , , , 6, , 4
2018/10/8, , , , 12, 2, 7
2018/10/9, , , , 17, 3, 7
2018/10/10, , , , 12, 3, 5
2018/10/11, , , , 9, 2, 5
2018/10/12, , , , 18, 2, 5
2018/10/13, , , , 11, 2, 5
2018/10/14, , , , 7, 2, 4
2018/10/15, , , , 13, 2, 5
2018/10/16, , , , 19, 3, 7
2018/10/17, , , , 23, 3, 8
2018/10/18, , , , 26, 2, 5
2018/10/19, , , , 12, 1, 4
2018/10/20, , , , 6, 1, 5
2018/10/21, , , , 11, 1, 5
2018/10/22, , , , 14, 1, 4
2018/10/23, , , , 7, 1, 3
2018/10/24, , , , 5, 1, 4
2018/10/25, , , , 6, 1, 4
2018/10/26, , , , 9, 1, 4
2018/10/27, , , , 8, 1, 4
2018/10/28, , , , 4, 1, 4
2018/10/29, , , , 5, 1, 5
2018/10/30, , , , 8, 1, 6
2018/10/31, , , , 14, 3, 5
2018/11/1, , , , 6, 3, 7
2018/11/2, , , , 17, 2, 7
2018/11/3, , , , 11, 2, 6
2018/11/4, , , , 5, 2, 6
2018/11/5, , , , 7, 3, 6
2018/11/6, , , , 11, 3, 7
2018/11/7, , , , 15, 2, 8
2018/11/8, , , , 14, 1, 7
2018/11/9, , , , 11, 1, 9
2018/11/10, , , , 11, 1, 8
2018/11/11, , , , 10, 1, 8
2018/11/12, , , , 11, 1, 7
2018/11/13, , , , 12, 1, 7
2018/11/14, , , , 12, 1, 10
