city,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
wroclaw,2022-04-27,16.9,2.1,10.2,16.9,2.1,10.1,2.7,65.1,0.0,0,0.0,0.0,0.0,17.8,14.2,356.5,64.8,20.7,99.8,8.6,6,Partially cloudy
wroclaw,2022-04-28,16.8,4.5,11.2,16.8,2.5,10.8,3.1,61.3,0.0,0,0.0,0.0,0.0,36.0,20.7,310.6,45.8,25.3,156.0,13.2,6,Partially cloudy
wroclaw,2022-04-29,17.2,6.3,11.7,17.2,5.8,11.6,2.2,55.8,0.0,0,0.0,0.0,0.0,28.8,16.2,330.8,75.6,27.0,150.4,12.8,6,Partially cloudy
wroclaw,2022-04-30,17.0,3.2,10.3,17.0,3.2,10.2,1.6,59.0,0.0,0,0.0,0.0,0.0,28.3,15.4,120.7,83.3,23.5,98.6,8.5,4,Partially cloudy
wroclaw,2022-05-01,20.0,3.8,12.9,20.0,3.8,12.8,2.8,54.8,0.0,0,0.0,0.0,0.0,14.4,14.3,107.6,73.3,23.4,148.0,12.9,6,Partially cloudy
wroclaw,2022-05-02,20.6,5.6,13.6,20.6,4.0,13.3,4.5,57.3,0.0,0,0.0,0.0,0.0,14.2,10.0,322.7,36.9,24.0,141.4,12.0,6,Partially cloudy
wroclaw,2022-05-03,20.1,5.2,13.9,20.1,3.8,13.9,5.2,58.8,0.0,0,0.0,0.0,0.0,14.2,13.6,320.3,53.7,23.7,120.2,10.3,6,Partially cloudy
wroclaw,2022-05-04,20.2,7.1,14.6,20.2,6.7,14.5,4.9,56.0,0.0,0,0.0,0.0,0.0,24.7,10.7,9.5,73.0,26.5,163.2,14.0,6,Partially cloudy
wroclaw,2022-05-05,22.0,5.6,13.7,22.0,5.6,13.6,8.4,73.2,1.964,100,4.17,0.0,0.0,35.4,23.3,204.8,59.7,21.5,101.0,8.8,6,"Rain, Partially cloudy"
wroclaw,2022-05-06,19.0,9.4,14.0,19.0,8.7,14.0,8.0,70.3,0.0,0,0.0,0.0,0.0,28.2,12.8,307.7,78.8,19.3,139.4,11.9,5,Partially cloudy
wroclaw,2022-05-07,21.8,6.5,14.1,21.8,6.5,14.1,6.5,65.2,0.0,0,0.0,0.0,0.0,10.7,9.2,248.9,52.7,23.2,152.1,13.1,6,Partially cloudy
wroclaw,2022-05-08,21.3,6.6,15.1,21.3,6.6,15.1,8.1,65.5,0.0,0,0.0,0.0,0.0,35.4,18.1,349.8,40.6,23.3,143.7,12.4,6,Partially cloudy
wroclaw,2022-05-09,20.2,9.5,15.1,20.2,8.1,15.0,5.1,53.8,0.0,0,0.0,0.0,0.0,17.8,15.5,43.8,28.5,27.3,161.3,13.9,7,Partially cloudy
wroclaw,2022-05-10,23.3,7.9,16.0,23.3,6.8,15.8,6.2,54.2,0.0,0,0.0,0.0,0.0,31.8,19.1,146.4,58.4,30.9,177.7,15.4,6,Partially cloudy
wroclaw,2022-05-11,27.2,12.7,20.8,26.8,12.7,20.8,10.5,53.9,0.0,0,0.0,0.0,0.0,42.5,19.1,237.3,64.9,28.2,145.8,12.6,6,Partially cloudy
wroclaw,2022-05-12,23.1,13.7,20.4,23.1,13.7,20.4,7.7,44.9,0.0,0,0.0,0.0,0.0,68.1,38.1,276.4,48.3,30.0,168.3,14.5,7,Partially cloudy
wroclaw,2022-05-13,23.0,10.1,17.2,23.0,10.1,17.2,7.1,54.3,0.0,0,0.0,0.0,0.0,53.3,31.7,297.8,75.6,30.0,105.0,8.9,5,Partially cloudy
wroclaw,2022-05-14,21.0,8.6,15.6,21.0,7.5,15.5,6.3,55.6,0.0,0,0.0,0.0,0.0,46.1,28.2,289.1,79.8,27.7,111.1,9.6,5,Partially cloudy
wroclaw,2022-05-15,21.1,10.8,15.7,21.1,10.8,15.7,6.3,56.2,0.0,0,0.0,0.0,0.0,31.8,15.4,309.3,33.4,29.2,189.8,16.4,7,Partially cloudy
wroclaw,2022-05-16,24.5,7.9,17.0,24.5,7.5,16.9,5.8,52.0,0.0,0,0.0,0.0,0.0,14.3,13.6,77.1,55.1,28.5,177.6,15.2,6,Partially cloudy
wroclaw,2022-05-17,19.3,13.0,16.1,19.3,13.0,16.1,7.3,56.5,0.106,100,4.17,0.0,0.0,17.7,17.1,77.6,79.7,26.5,101.2,8.8,3,"Rain, Partially cloudy"
wroclaw,2022-05-18,19.9,7.3,14.1,19.9,5.3,13.7,-0.8,38.2,0.0,0,0.0,0.0,0.0,21.4,18.1,124.2,38.4,30.8,190.8,16.5,7,Partially cloudy
wroclaw,2022-05-19,26.9,5.9,17.9,26.3,4.1,17.5,3.5,41.4,0.0,0,0.0,0.0,0.0,35.4,18.2,171.3,59.2,31.0,182.9,15.8,7,Partially cloudy
wroclaw,2022-05-20,27.2,14.2,21.8,27.4,14.2,21.8,11.8,53.3,0.0,0,0.0,0.0,0.0,39.6,25.3,270.5,79.7,29.9,159.9,13.7,6,Partially cloudy
wroclaw,2022-05-21,20.9,13.3,17.7,20.9,13.3,17.7,9.8,61.3,5.862,100,4.17,0.0,0.0,64.0,41.7,291.3,60.9,30.2,102.9,8.8,5,"Rain, Partially cloudy"
wroclaw,2022-05-22,18.9,10.0,14.4,18.9,10.0,14.4,7.3,64.2,0.006,100,4.17,0.0,0.0,59.8,22.6,311.9,59.0,30.6,102.8,8.7,4,"Rain, Partially cloudy"
wroclaw,2022-05-23,21.2,6.1,14.6,21.2,6.1,14.6,6.2,61.2,0.0,0,0.0,0.0,0.0,42.5,24.6,133.7,61.5,26.7,164.5,14.2,7,Partially cloudy
wroclaw,2022-05-24,24.3,13.3,18.3,24.3,13.3,18.3,11.5,66.0,5.856,100,4.17,0.0,0.0,49.4,26.3,175.5,80.7,29.1,81.5,7.2,4,"Rain, Partially cloudy"
wroclaw,2022-05-25,16.9,12.9,15.1,16.9,12.9,15.1,12.8,86.3,4.884,100,12.5,0.0,0.0,17.9,13.7,219.8,59.3,23.5,64.2,5.6,3,"Rain, Partially cloudy"
wroclaw,2022-05-26,21.7,12.0,17.3,21.7,12.0,17.3,9.5,62.5,0.0,0,0.0,0.0,0.0,53.2,33.8,270.4,66.6,29.3,230.7,19.8,8,Partially cloudy
wroclaw,2022-05-27,17.9,9.9,14.9,17.9,9.1,14.9,9.9,72.7,5.028,100,4.17,0.0,0.0,42.7,27.2,266.8,77.0,24.7,59.4,5.1,4,"Rain, Partially cloudy"
wroclaw,2022-05-28,15.5,8.9,11.9,15.5,6.3,11.5,5.1,63.6,0.025,100,8.33,0.0,0.0,65.2,41.7,285.8,58.1,30.5,107.3,9.4,6,"Rain, Partially cloudy"
wroclaw,2022-05-29,16.8,5.9,12.3,16.8,4.7,11.9,4.3,60.4,0.0,0,0.0,0.0,0.0,31.9,19.1,268.6,67.3,31.5,109.3,9.5,7,Partially cloudy
wroclaw,2022-05-30,17.1,8.9,12.1,17.1,8.9,12.1,6.8,71.2,0.292,100,4.17,0.0,0.0,38.9,18.2,255.1,62.2,28.7,160.3,13.9,7,"Rain, Partially cloudy"
wroclaw,2022-05-31,21.1,4.3,14.0,21.1,4.3,14.0,6.6,64.8,0.0,0,0.0,0.0,0.0,31.9,16.5,123.7,49.8,24.8,141.1,12.3,7,Partially cloudy
wroclaw,2022-06-01,21.2,11.8,16.7,21.2,11.8,16.7,9.0,63.1,1.272,100,12.5,0.0,0.0,36.0,26.3,271.9,49.0,29.8,141.8,12.2,7,"Rain, Partially cloudy"
wroclaw,2022-06-02,20.8,9.6,15.3,20.8,9.6,15.3,7.4,63.3,0.792,100,4.17,0.0,0.0,40.9,20.8,305.4,40.4,27.9,283.3,24.5,9,"Rain, Partially cloudy"
wroclaw,2022-06-03,25.0,5.6,17.5,25.0,5.6,17.5,7.7,57.0,0.0,0,0.0,0.0,0.0,31.9,19.1,130.3,31.0,30.6,181.2,15.5,7,Partially cloudy
wroclaw,2022-06-04,22.7,15.2,18.8,22.7,15.2,18.8,13.3,71.4,1.461,100,8.33,0.0,0.0,14.3,11.9,40.9,80.7,24.5,62.9,5.3,3,"Rain, Partially cloudy"
wroclaw,2022-06-05,26.7,11.9,20.1,26.4,11.9,20.1,11.7,63.0,0.0,0,0.0,0.0,0.0,38.9,21.8,97.1,39.4,22.5,205.1,17.7,7,Partially cloudy
wroclaw,2022-06-06,22.8,14.4,18.6,22.8,14.4,18.6,13.4,72.1,0.138,100,4.17,0.0,0.0,24.7,19.8,160.5,70.2,28.0,82.9,7.1,2,"Rain, Partially cloudy"
wroclaw,2022-06-07,23.1,14.4,17.8,23.1,14.4,17.8,14.7,83.6,3.028,100,8.33,0.0,0.0,17.7,19.0,296.8,75.2,18.8,78.8,6.8,6,"Rain, Partially cloudy"
wroclaw,2022-06-08,23.8,14.0,19.0,23.8,14.0,19.0,13.4,73.0,0.292,100,4.17,0.0,0.0,21.4,20.0,157.8,68.5,23.4,133.1,11.6,5,"Rain, Partially cloudy"
wroclaw,2022-06-09,23.0,12.8,18.4,23.0,12.8,18.4,14.6,79.8,0.486,100,8.33,0.0,0.0,35.5,20.0,303.5,69.1,18.0,103.9,8.8,7,"Rain, Partially cloudy"
wroclaw,2022-06-10,24.8,15.6,20.2,24.8,15.6,20.2,11.1,59.7,0.0,0,0.0,0.0,0.0,39.5,19.8,318.9,53.5,29.4,201.4,17.4,7,Partially cloudy
wroclaw,2022-06-11,27.0,9.0,19.5,26.4,9.0,19.5,9.0,55.5,0.0,0,0.0,0.0,0.0,28.3,12.8,325.8,31.7,29.8,168.5,14.4,8,Partially cloudy
wroclaw,2022-06-12,28.3,14.7,22.2,27.3,14.7,21.9,11.3,53.6,0.0,0,0.0,0.0,0.0,17.9,13.7,264.1,72.7,31.0,165.4,14.4,7,Partially cloudy
wroclaw,2022-06-13,21.8,13.0,17.9,21.8,13.0,17.9,11.8,70.2,2.083,100,12.5,0.0,0.0,48.8,33.6,290.6,67.5,24.6,82.8,7.0,4,"Rain, Partially cloudy"
wroclaw,2022-06-14,19.7,9.0,15.3,19.7,7.8,15.1,6.2,56.9,0.0,0,0.0,0.0,0.0,49.2,26.3,300.5,45.8,30.8,170.0,14.7,7,Partially cloudy
wroclaw,2022-06-15,24.8,6.5,17.1,24.8,6.5,17.1,7.1,56.1,0.0,0,0.0,0.0,0.0,28.2,14.5,131.6,56.3,30.0,210.8,18.3,7,Partially cloudy
wroclaw,2022-06-16,27.6,13.0,19.3,27.1,13.0,19.3,11.4,62.1,0.375,100,4.17,0.0,0.0,48.8,20.7,105.4,74.2,29.6,110.2,9.5,5,"Rain, Partially cloudy"
wroclaw,2022-06-17,25.1,11.3,19.3,25.1,11.3,19.3,8.8,53.2,0.0,0,0.0,0.0,0.0,36.9,18.1,318.1,71.0,31.0,176.9,15.3,7,Partially cloudy
wroclaw,2022-06-18,32.1,13.9,24.0,30.5,13.9,23.5,10.7,47.2,0.0,0,0.0,0.0,0.0,39.0,21.8,220.1,42.6,31.0,213.9,18.5,7,Partially cloudy
wroclaw,2022-06-19,33.3,17.6,26.9,32.2,17.6,26.5,13.1,44.7,0.0,0,0.0,0.0,0.0,67.4,36.6,189.2,7.1,31.0,208.3,18.1,6,Clear
wroclaw,2022-06-20,25.3,13.0,19.1,25.3,13.0,19.1,15.6,80.8,3.892,100,8.33,0.0,0.0,39.1,22.6,321.5,61.9,21.3,34.0,2.9,2,"Rain, Partially cloudy"
wroclaw,2022-06-21,22.1,11.1,16.2,22.1,11.1,16.2,8.5,63.4,0.0,0,0.0,0.0,0.0,57.3,29.9,301.6,51.5,31.1,154.8,13.4,8,Partially cloudy
wroclaw,2022-06-22,26.3,9.0,19.0,26.3,9.0,19.0,7.8,53.4,0.0,0,0.0,0.0,0.0,31.8,16.3,181.7,38.0,30.6,212.4,18.3,7,Partially cloudy
wroclaw,2022-06-23,28.5,12.3,21.5,27.5,12.3,21.3,9.7,51.0,0.0,0,0.0,0.0,0.0,38.8,19.2,141.4,7.8,31.0,215.6,18.7,7,Clear
wroclaw,2022-06-24,30.0,14.5,23.3,28.9,14.5,23.0,11.4,50.0,0.0,0,0.0,0.0,0.0,50.1,32.1,132.9,37.1,31.0,189.5,16.4,7,Partially cloudy
wroclaw,2022-06-25,29.2,19.3,24.1,28.7,19.3,24.1,14.6,56.4,0.02,100,8.33,0.0,0.0,21.4,19.8,158.6,62.9,30.3,179.8,15.6,7,"Rain, Partially cloudy"
wroclaw,2022-06-26,32.1,16.6,24.9,31.2,16.6,24.7,15.7,61.2,0.0,0,0.0,0.0,0.0,35.5,21.8,143.7,29.1,27.5,190.9,16.6,7,Partially cloudy
wroclaw,2022-06-27,34.1,18.3,26.8,33.5,18.3,26.5,14.5,50.0,0.0,0,0.0,0.0,0.0,43.0,25.1,147.6,31.4,30.9,184.8,16.0,7,Partially cloudy
wroclaw,2022-06-28,26.0,21.0,23.5,26.0,21.0,23.5,16.5,65.4,0.097,100,4.17,0.0,0.0,43.0,26.4,311.3,79.9,28.4,116.8,10.0,7,"Rain, Partially cloudy"
wroclaw,2022-06-29,26.0,19.3,22.2,26.0,19.3,22.2,17.6,75.7,3.113,100,8.33,0.0,0.0,28.2,15.3,47.8,77.7,26.1,104.7,8.9,6,"Rain, Partially cloudy"
wroclaw,2022-06-30,31.9,18.1,24.9,32.7,18.1,25.3,18.1,69.4,22.002,100,8.33,0.0,0.0,56.2,37.1,238.4,53.0,25.5,197.6,17.0,6,"Rain, Partially cloudy"
wroclaw,2022-07-01,31.4,17.9,23.2,33.0,17.9,23.4,18.1,74.1,0.721,100,8.33,0.0,0.0,67.1,31.7,284.7,41.8,25.0,80.8,6.9,6,"Rain, Partially cloudy"
wroclaw,2022-07-02,24.0,14.3,19.3,24.0,14.3,19.3,11.8,64.5,0.152,100,4.17,0.0,0.0,54.0,20.8,318.4,64.0,27.0,152.8,13.5,7,"Rain, Partially cloudy"
wroclaw,2022-07-03,26.8,12.2,20.5,26.7,12.2,20.5,12.3,62.4,0.0,0,0.0,0.0,0.0,32.4,17.2,155.1,23.5,30.5,203.2,17.6,8,Partially cloudy
wroclaw,2022-07-04,29.4,15.1,22.5,29.0,15.1,22.4,14.4,63.4,0.0,0,0.0,0.0,0.0,50.4,19.2,267.0,52.1,27.8,124.3,10.8,6,Partially cloudy
wroclaw,2022-07-05,22.8,16.0,19.0,22.8,16.0,19.0,14.6,77.4,13.638,100,12.5,0.0,0.0,50.4,9.9,352.8,61.4,24.9,89.0,7.7,5,"Rain, Partially cloudy"
wroclaw,2022-07-06,23.0,13.6,18.0,23.0,13.6,18.0,10.5,65.7,4.225,100,4.17,0.0,0.0,39.6,22.5,305.3,39.9,25.0,141.2,12.1,6,"Rain, Partially cloudy"
wroclaw,2022-07-07,21.2,10.8,16.7,21.2,10.8,16.7,9.8,65.3,0.0,0,0.0,0.0,0.0,39.6,27.0,272.1,77.3,27.6,133.5,11.5,7,Partially cloudy
wroclaw,2022-07-08,21.9,14.9,17.6,21.9,14.9,17.6,12.1,72.2,0.13,100,8.33,0.0,0.0,43.2,27.2,302.8,74.6,24.4,159.5,13.9,7,"Rain, Partially cloudy"
wroclaw,2022-07-09,22.0,14.9,18.0,22.0,14.9,18.0,10.7,63.5,0.0,0,0.0,0.0,0.0,43.2,25.4,295.7,67.5,31.0,165.0,14.2,7,Partially cloudy
wroclaw,2022-07-10,18.6,12.0,15.4,18.6,12.0,15.4,9.5,69.4,0.0,0,0.0,0.0,0.0,54.0,29.9,302.6,69.9,25.4,163.3,14.0,8,Partially cloudy
wroclaw,2022-07-11,20.5,10.3,15.6,20.5,10.3,15.6,9.5,68.6,1.072,100,12.5,0.0,0.0,57.6,26.4,305.6,63.9,30.0,104.0,9.1,7,"Rain, Partially cloudy"
wroclaw,2022-07-12,24.9,9.8,18.0,24.9,8.6,17.9,8.9,60.9,0.309,100,8.33,0.0,0.0,43.2,25.4,309.3,44.1,29.6,154.5,13.3,6,"Rain, Partially cloudy"
wroclaw,2022-07-13,29.1,13.4,21.9,27.8,13.4,21.6,10.0,49.8,0.0,0,0.0,0.0,0.0,39.6,19.9,286.3,64.2,31.1,163.5,14.1,7,Partially cloudy
wroclaw,2022-07-14,27.0,18.3,22.5,27.1,18.3,22.5,13.0,56.1,0.0,0,0.0,0.0,0.0,39.6,17.3,292.9,77.2,29.1,100.6,8.8,6,Partially cloudy
wroclaw,2022-07-15,20.8,11.3,16.6,20.8,11.3,16.6,7.3,56.9,0.684,100,8.33,0.0,0.0,46.8,28.3,300.9,51.3,29.8,88.3,7.6,5,"Rain, Partially cloudy"
wroclaw,2022-07-16,21.0,11.3,15.9,21.0,11.3,15.9,8.4,62.3,0.0,0,0.0,0.0,0.0,60.1,32.0,279.3,66.8,29.7,117.2,10.1,6,Partially cloudy
wroclaw,2022-07-17,22.7,9.1,16.4,22.7,7.9,16.3,6.6,54.8,1.367,100,4.17,0.0,0.0,36.0,20.0,289.7,40.4,31.0,169.3,14.6,6,"Rain, Partially cloudy"
wroclaw,2022-07-18,28.2,8.9,19.7,27.1,8.9,19.5,7.9,52.3,0.0,0,0.0,0.0,0.0,39.6,15.4,301.9,59.5,31.0,198.6,17.3,7,Partially cloudy
wroclaw,2022-07-19,33.3,13.5,24.6,31.3,13.5,23.8,10.0,45.3,0.0,0,0.0,0.0,0.0,15.5,11.8,292.9,28.2,30.9,203.0,17.7,7,Partially cloudy
wroclaw,2022-07-20,35.6,16.2,27.0,33.9,16.2,26.3,11.5,42.7,0.0,0,0.0,0.0,0.0,28.3,13.7,122.8,25.9,30.9,198.0,17.2,7,Partially cloudy
wroclaw,2022-07-21,37.0,18.7,28.3,35.6,18.7,27.8,12.9,42.6,0.0,0,0.0,0.0,0.0,37.8,21.7,141.9,32.4,30.9,181.3,15.7,7,Partially cloudy
wroclaw,2022-07-22,31.3,19.6,25.8,30.6,19.6,25.6,15.2,54.8,0.314,100,4.17,0.0,0.0,29.9,12.9,294.5,47.9,30.2,162.5,13.9,7,"Rain, Partially cloudy"
wroclaw,2022-07-23,27.1,16.1,22.1,28.3,16.1,22.2,16.4,71.2,4.865,100,4.17,0.0,0.0,31.8,19.0,324.1,68.9,23.3,80.5,6.9,4,"Rain, Partially cloudy"
wroclaw,2022-07-24,27.8,14.8,21.1,26.8,14.8,20.9,10.6,57.3,0.0,0,0.0,0.0,0.0,28.5,16.3,316.9,33.7,28.6,202.9,17.5,7,Partially cloudy
wroclaw,2022-07-25,32.8,13.9,23.9,31.2,13.9,23.3,10.4,47.0,0.0,0,0.0,0.0,0.0,46.1,21.5,152.7,34.0,31.0,202.8,17.5,7,Partially cloudy
wroclaw,2022-07-26,25.8,18.4,21.9,25.8,18.4,21.9,13.0,58.5,1.17,100,4.17,0.0,0.0,32.8,21.6,310.8,64.2,27.5,86.5,7.6,4,"Rain, Partially cloudy"
wroclaw,2022-07-27,22.7,12.8,17.5,22.7,12.8,17.5,11.5,70.0,0.003,100,4.17,0.0,0.0,32.0,16.3,297.7,55.2,28.8,66.2,5.7,3,"Rain, Partially cloudy"
wroclaw,2022-07-28,25.0,8.2,18.1,25.0,8.2,18.1,7.7,56.3,0.0,0,0.0,0.0,0.0,14.3,10.7,45.1,53.6,30.2,177.1,15.3,6,Partially cloudy
wroclaw,2022-07-29,26.6,11.5,20.3,26.6,11.5,20.3,10.8,55.9,0.0,0,0.0,0.0,0.0,39.1,23.8,100.6,72.2,30.5,91.6,7.9,4,Partially cloudy
wroclaw,2022-07-30,20.0,15.8,17.8,20.0,15.8,17.8,14.4,81.8,0.798,100,12.5,0.0,0.0,18.0,19.0,347.3,86.4,17.6,29.0,2.5,1,"Rain, Partially cloudy"
wroclaw,2022-07-31,26.1,15.3,19.6,26.1,15.3,19.6,12.6,69.2,38.004,100,8.33,0.0,0.0,42.5,22.6,323.5,53.7,24.1,167.3,14.5,6,"Rain, Partially cloudy"
wroclaw,2022-08-01,26.1,14.3,20.1,26.1,14.3,20.1,14.8,72.8,0.1,100,4.17,0.0,0.0,39.0,27.7,298.2,61.8,28.4,119.0,10.3,5,"Rain, Partially cloudy"
wroclaw,2022-08-02,27.1,16.1,21.5,26.8,16.1,21.5,14.0,66.1,0.0,0,0.0,0.0,0.0,14.2,12.6,320.5,51.9,28.6,172.8,14.9,6,Partially cloudy
wroclaw,2022-08-03,31.2,15.5,23.5,29.9,15.5,23.2,13.4,57.1,0.0,0,0.0,0.0,0.0,28.2,14.2,127.4,35.8,28.4,191.9,16.4,6,Partially cloudy
wroclaw,2022-08-04,31.9,16.9,25.1,30.9,16.9,24.8,13.8,52.3,0.0,0,0.0,0.0,0.0,21.4,21.0,124.9,30.1,30.2,172.9,14.9,7,Partially cloudy
wroclaw,2022-08-05,34.9,18.3,27.0,33.6,18.3,26.7,14.4,49.5,0.0,0,0.0,0.0,0.0,38.9,18.4,126.9,29.5,28.6,172.5,14.9,6,Partially cloudy
wroclaw,2022-08-06,22.7,14.3,19.3,22.7,14.3,19.3,13.4,71.3,6.931,100,12.5,0.0,0.0,49.5,22.5,324.4,76.9,25.8,113.8,9.8,5,"Rain, Partially cloudy"
wroclaw,2022-08-07,22.8,10.3,18.0,22.8,10.3,18.0,7.9,54.4,0.0,0,0.0,0.0,0.0,31.7,13.4,28.1,30.5,31.0,187.9,16.0,7,Partially cloudy
wroclaw,2022-08-08,24.3,10.3,18.3,24.3,10.3,18.3,8.9,57.7,0.0,0,0.0,0.0,0.0,32.4,12.7,29.0,50.4,31.0,137.3,11.7,7,Partially cloudy
wroclaw,2022-08-09,25.8,11.7,19.2,25.8,11.7,19.2,10.6,60.5,0.0,0,0.0,0.0,0.0,32.4,15.3,29.3,50.0,31.0,148.4,12.6,6,Partially cloudy
wroclaw,2022-08-10,25.9,12.7,20.0,25.9,12.7,20.0,11.1,59.8,0.0,0,0.0,0.0,0.0,25.2,14.5,53.0,31.3,24.4,177.8,15.1,6,Partially cloudy
wroclaw,2022-08-11,26.5,10.8,19.9,26.5,10.8,19.9,10.4,58.3,0.0,0,0.0,0.0,0.0,39.6,20.7,61.9,37.4,27.9,145.8,12.4,7,Partially cloudy
wroclaw,2022-08-12,27.3,14.0,21.1,26.9,14.0,21.0,12.3,59.9,0.0,0,0.0,0.0,0.0,28.4,19.9,62.6,46.4,30.8,146.7,12.7,5,Partially cloudy
wroclaw,2022-08-13,24.2,18.0,20.3,24.2,18.0,20.3,18.1,87.5,11.051,100,12.5,0.0,0.0,38.7,12.6,35.5,79.1,16.6,56.3,4.9,3,"Rain, Partially cloudy"
wroclaw,2022-08-14,23.3,17.5,20.2,23.3,17.5,20.2,18.7,91.1,10.138,100,8.33,0.0,0.0,35.2,14.5,42.0,68.8,14.3,67.1,5.7,3,"Rain, Partially cloudy"
wroclaw,2022-08-15,27.3,17.4,21.8,28.5,17.4,21.9,18.5,82.8,8.0,100,4.17,0.0,0.0,68.4,14.2,107.0,60.9,18.6,163.0,14.1,8,"Rain, Partially cloudy"
wroclaw,2022-08-16,30.3,16.4,23.7,30.3,16.4,23.8,16.9,68.9,0.083,100,4.17,0.0,0.0,19.1,22.3,297.2,25.9,22.2,167.3,14.4,6,"Rain, Partially cloudy"
wroclaw,2022-08-17,32.0,16.8,24.6,31.9,16.8,24.6,16.3,64.3,0.0,0,0.0,0.0,0.0,10.8,10.7,338.3,28.4,27.3,165.3,14.3,6,Partially cloudy
wroclaw,2022-08-18,32.1,18.5,26.0,32.7,18.5,26.3,17.4,62.1,0.0,0,0.0,0.0,0.0,25.2,21.4,101.0,60.4,25.9,161.3,13.8,6,Partially cloudy
wroclaw,2022-08-19,32.1,20.1,26.0,32.4,20.1,26.4,18.1,63.1,0.0,0,0.0,0.0,0.0,25.2,17.9,177.6,85.0,23.3,129.7,11.2,6,Partially cloudy
wroclaw,2022-08-20,27.0,19.4,21.8,28.5,19.4,21.9,19.3,86.5,9.724,100,4.17,0.0,0.0,18.4,17.2,312.0,86.4,11.6,65.1,5.6,4,"Rain, Partially cloudy"
wroclaw,2022-08-21,19.3,15.1,17.1,19.3,15.1,17.1,15.7,91.2,30.972,100,12.5,0.0,0.0,43.2,22.6,319.7,94.0,17.7,20.5,1.8,1,"Rain, Overcast"
wroclaw,2022-08-22,17.2,14.0,15.7,17.2,14.0,15.7,15.1,96.1,16.057,100,12.5,0.0,0.0,10.8,16.2,326.3,95.5,8.5,14.3,1.3,0,"Rain, Overcast"
wroclaw,2022-08-23,19.9,16.4,18.1,19.9,16.4,18.1,17.5,96.1,28.024,100,12.5,0.0,0.0,14.4,15.3,318.9,94.2,8.8,31.8,2.6,2,"Rain, Overcast"
wroclaw,2022-08-24,24.4,19.2,21.1,24.4,19.2,21.1,19.3,90.2,0.406,100,4.17,0.0,0.0,10.8,12.7,330.9,78.3,9.9,73.8,6.3,4,"Rain, Partially cloudy"
wroclaw,2022-08-25,28.1,17.3,22.4,29.6,17.3,22.8,19.4,84.3,0.003,100,4.17,0.0,0.0,14.4,10.9,353.4,47.2,12.5,122.7,10.7,5,"Rain, Partially cloudy"
wroclaw,2022-08-26,30.0,17.2,23.3,29.7,17.2,23.3,17.1,73.3,0.194,100,4.17,0.0,0.0,32.4,18.2,107.1,26.4,14.4,147.5,12.9,5,"Rain, Partially cloudy"
wroclaw,2022-08-27,27.8,15.4,21.9,28.4,15.4,22.0,16.8,74.5,0.398,100,4.17,0.0,0.0,14.4,14.6,234.3,45.4,24.7,97.2,8.4,5,"Rain, Partially cloudy"
wroclaw,2022-08-28,21.9,18.3,19.6,21.9,18.3,19.6,18.2,91.9,0.972,100,4.17,0.0,0.0,21.6,20.9,290.2,74.6,16.2,55.5,4.7,2,"Rain, Partially cloudy"
wroclaw,2022-08-29,22.3,13.9,18.0,22.3,13.9,18.0,12.6,72.8,0.033,100,4.17,0.0,0.0,36.0,19.2,294.5,34.8,26.3,145.2,12.5,5,"Rain, Partially cloudy"
wroclaw,2022-08-30,23.4,13.1,17.8,23.4,13.1,17.8,13.3,76.7,0.0,0,0.0,0.0,0.0,10.8,10.0,325.7,60.6,26.2,113.0,9.9,5,Partially cloudy
wroclaw,2022-08-31,20.8,13.6,17.1,20.8,13.6,17.1,12.8,77.0,0.0,0,0.0,0.0,0.0,14.4,13.7,38.4,80.5,31.0,90.0,7.8,5,Partially cloudy
wroclaw,2022-09-01,20.1,12.2,16.0,20.1,12.2,16.0,9.6,68.4,0.0,0,0.0,0.0,0.0,32.4,16.2,28.4,61.5,29.9,123.4,10.7,6,Partially cloudy
wroclaw,2022-09-02,19.9,10.3,15.4,19.9,10.3,15.4,8.5,66.3,0.0,0,0.0,0.0,0.0,18.0,18.1,63.0,76.1,30.2,95.6,8.2,6,Partially cloudy
wroclaw,2022-09-03,20.9,9.3,15.8,20.9,9.3,15.8,8.5,62.8,0.0,0,0.0,0.0,0.0,43.2,25.4,102.3,59.5,31.0,111.7,9.8,5,Partially cloudy
wroclaw,2022-09-04,22.2,10.2,15.9,22.2,10.2,15.9,11.1,74.7,0.0,0,0.0,0.0,0.0,18.0,14.2,91.4,53.4,27.2,123.8,10.8,5,Partially cloudy
wroclaw,2022-09-05,22.3,14.2,18.0,22.3,14.2,18.0,10.6,63.7,0.0,0,0.0,0.0,0.0,21.6,21.0,97.9,67.8,30.9,126.8,11.1,6,Partially cloudy
wroclaw,2022-09-06,21.3,12.2,16.7,21.3,12.2,16.7,7.9,56.5,0.017,100,4.17,0.0,0.0,21.6,19.9,100.9,85.4,30.2,79.0,6.8,4,"Rain, Partially cloudy"
wroclaw,2022-09-07,24.8,12.4,18.3,24.8,12.4,18.3,10.0,58.8,0.0,0,0.0,0.0,0.0,25.2,22.7,110.7,73.5,28.0,123.4,10.8,5,Partially cloudy
