name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cracow,2022-05-01,19.1,3.1,12,19.1,2.7,11.9,2.9,57.3,0,0,0,rain,0,0,14,14.3,27.7,1020.3,63.5,19.2,329.1,28.2,10,10,2022-05-01T05:16:48,2022-05-01T19:59:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-02,19.8,7.7,14,19.8,7.7,14,4.3,55.5,0,0,0,rain,0,0,21.4,13.9,33,1017.4,58,20.7,377.8,32.6,10,10,2022-05-02T05:15:02,2022-05-02T20:00:34,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-03,19.8,6,13.8,19.8,4.6,13.7,5.8,60.8,0.128,100,8.33,rain,0,0,24.2,12.8,299.5,1015.1,54.6,19,397.6,34.3,10,10,2022-05-03T05:13:17,2022-05-03T20:02:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-04,19,9,14.3,19,8.1,14.2,5.4,57,0.017,100,4.17,rain,0,0,17.5,17.1,45.5,1017.6,54.7,22.8,347.6,29.8,10,10,2022-05-04T05:11:34,2022-05-04T20:03:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-05,22,6.9,14.3,22,5.9,14,7.4,65.5,0.304,100,8.33,rain,0,0,27.5,27.4,22.1,1019.5,49.7,22.5,415.7,35.7,10,10,2022-05-05T05:09:52,2022-05-05T20:05:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-06,16.9,9.8,13.7,16.9,9.3,13.7,11.4,86.7,4.737,100,16.67,rain,0,0,27.2,13.3,253.7,1022.5,73.8,9.4,370.2,32,10,10,2022-05-06T05:08:12,2022-05-06T20:06:39,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-07,18,11.8,14.8,18,11.8,14.8,9.6,73.3,0.437,100,12.5,rain,0,0,10.7,6.2,266.2,1022.4,83.6,16,382.2,32.8,10,10,2022-05-07T05:06:33,2022-05-07T20:08:09,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-08,20.9,11.8,15.8,20.9,11.8,15.8,10,70.2,0.204,100,12.5,rain,0,0,17.4,15.9,197.4,1022.6,64.5,17.7,347.9,30,10,10,2022-05-08T05:04:56,2022-05-08T20:09:39,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-09,20,11.7,15.6,20,11.7,15.6,7.2,59.8,0.326,100,4.17,rain,0,0,31.4,16.9,35.4,1025.7,45.6,24.8,312.8,27,10,10,2022-05-09T05:03:21,2022-05-09T20:11:08,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-10,20.9,6.8,14.2,20.9,4.9,13.6,3.4,51.2,0,0,0,,0,0,27.4,14.2,39.3,1022.9,23.6,27.4,358.5,30.9,10,10,2022-05-10T05:01:47,2022-05-10T20:12:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
